보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
송정동158,1,서울특별시 성동구 송정동 123-17,서울특별시 성동구 송정동 97-11,37.5464856,127.0644388,2019,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동159,1,서울특별시 성동구 송정동 91-22,서울특별시 성동구 송정동 68-20,37.5464762,127.0646665,2021,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동160,1,서울특별시 성동구 송정동 77-8,서울특별시 성동구 송정동 77-25,37.5464334,127.0648528,2020,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동161,1,서울특별시 성동구 송정동 82-16,서울특별시 성동구 송정동 90-18,37.5465154,127.0651559,2024,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동162,1,서울특별시 성동구 송정동 140-13,서울특별시 성동구 송정동 102-27,37.5465181,127.0653236,2020,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동163,1,서울특별시 성동구 송정동 11-10,서울특별시 성동구 송정동 21-12,37.5465554,127.0656384,2021,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동164,1,서울특별시 성동구 송정동 52-27,서울특별시 성동구 송정동 138-9,37.5465076,127.0658614,2022,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동165,1,서울특별시 성동구 송정동 62-8,서울특별시 성동구 송정동 13-22,37.546514,127.0659959,2022,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동166,1,서울특별시 성동구 송정동 106-11,서울특별시 성동구 송정동 121-4,37.5464387,127.0662433,2023,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동167,1,서울특별시 성동구 송정동 61-2,서울특별시 성동구 송정동 31-15,37.5466581,127.0605077,2020,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동168,1,서울특별시 성동구 송정동 80-23,서울특별시 성동구 송정동 31-21,37.5466818,127.060745,2020,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동169,1,서울특별시 성동구 송정동 123-5,서울특별시 성동구 송정동 117-24,37.5467151,127.0609027,2022,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동170,1,서울특별시 성동구 송정동 138-26,서울특별시 성동구 송정동 56-25,37.546716,127.0612118,2019,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동171,1,서울특별시 성동구 송정동 135-15,서울특별시 성동구 송정동 136-23,37.5467651,127.0614269,2020,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동172,1,서울특별시 성동구 송정동 141-29,서울특별시 성동구 송정동 130-7,37.5466687,127.061654,2022,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동173,1,서울특별시 성동구 송정동 114-4,서울특별시 성동구 송정동 53-23,37.5467421,127.0618222,2022,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동174,1,서울특별시 성동구 송정동 15-15,서울특별시 성동구 송정동 34-17,37.5467345,127.0621718,2021,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동175,1,서울특별시 성동구 송정동 79-24,서울특별시 성동구 송정동 6-13,37.5467293,127.0622693,2020,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동176,1,서울특별시 성동구 송정동 19-2,서울특별시 성동구 송정동 109-12,37.5467869,127.0626115,2023,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동177,1,서울특별시 성동구 송정동 121-2,서울특별시 성동구 송정동 74-14,37.5466664,127.0628834,2019,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동178,1,서울특별시 성동구 송정동 108-12,서울특별시 성동구 송정동 98-15,37.5467793,127.0630789,2024,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동179,1,서울특별시 성동구 송정동 139-5,서울특별시 성동구 송정동 90-4,37.546803,127.0632489,2019,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동180,1,서울특별시 성동구 송정동 58-27,서울특별시 성동구 송정동 1-25,37.5468151,127.0634835,2018,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동181,1,서울특별시 성동구 송정동 140-14,서울특별시 성동구 송정동 137-13,37.5468128,127.0637268,2024,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동182,1,서울특별시 성동구 송정동 71-7,서울특별시 성동구 송정동 29-2,37.546693,127.0639586,2024,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동183,1,서울특별시 성동구 송정동 62-7,서울특별시 성동구 송정동 18-4,37.5467619,127.0642154,2022,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동184,1,서울특별시 성동구 송정동 13-8,서울특별시 성동구 송정동 12-13,37.5466616,127.0644447,2021,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동185,1,서울특별시 성동구 송정동 36-17,서울특별시 성동구 송정동 75-8,37.5466937,127.064616,2024,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동186,1,서울특별시 성동구 송정동 83-8,서울특별시 성동구 송정동 78-29,37.5468029,127.0649055,2019,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동187,1,서울특별시 성동구 송정동 77-9,서울특별시 성동구 송정동 16-18,37.546814,127.0651288,2022,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동188,1,서울특별시 성동구 송정동 110-18,서울특별시 성동구 송정동 127-2,37.546797,127.0654234,2020,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동189,1,서울특별시 성동구 송정동 82-23,서울특별시 성동구 송정동 107-14,37.5468069,127.0656171,2019,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동190,1,서울특별시 성동구 송정동 122-8,서울특별시 성동구 송정동 58-10,37.5467042,127.0657712,2024,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동191,1,서울특별시 성동구 송정동 144-14,서울특별시 성동구 송정동 107-18,37.5467695,127.0661028,2022,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동192,1,서울특별시 성동구 송정동 85-21,서울특별시 성동구 송정동 21-30,37.5466777,127.0662449,2021,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동193,1,서울특별시 성동구 송정동 13-25,서울특별시 성동구 송정동 2-14,37.5470453,127.0607865,2019,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동194,1,서울특별시 성동구 송정동 39-1,서울특별시 성동구 송정동 56-17,37.5470447,127.0609044,2021,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동195,1,서울특별시 성동구 송정동 124-22,서울특별시 성동구 송정동 125-1,37.5469696,127.0611984,2018,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동196,1,서울특별시 성동구 송정동 136-24,서울특별시 성동구 송정동 71-18,37.546995,127.0613974,2020,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동197,1,서울특별시 성동구 송정동 111-26,서울특별시 성동구 송정동 46-4,37.5469126,127.0616938,2018,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동198,1,서울특별시 성동구 송정동 135-9,서울특별시 성동구 송정동 91-9,37.5469938,127.0618344,2024,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동199,1,서울특별시 성동구 송정동 118-19,서울특별시 성동구 송정동 63-23,37.5469734,127.0620876,2019,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동200,1,서울특별시 성동구 송정동 9-3,서울특별시 성동구 송정동 104-13,37.5469579,127.0623926,2021,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동201,1,서울특별시 성동구 송정동 44-3,서울특별시 성동구 송정동 128-28,37.5469983,127.0625012,2021,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동202,1,서울특별시 성동구 송정동 136-30,서울특별시 성동구 송정동 11-8,37.5470131,127.0627773,2019,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동203,1,서울특별시 성동구 송정동 122-9,서울특별시 성동구 송정동 12-30,37.5470541,127.0630672,2018,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동204,1,서울특별시 성동구 송정동 145-22,서울특별시 성동구 송정동 9-6,37.5470194,127.0632334,2024,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동205,1,서울특별시 성동구 송정동 37-25,서울특별시 성동구 송정동 102-30,37.5469602,127.0635745,2018,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동206,1,서울특별시 성동구 송정동 100-22,서울특별시 성동구 송정동 139-11,37.5469578,127.063743,2021,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동207,1,서울특별시 성동구 송정동 21-17,서울특별시 성동구 송정동 89-2,37.5470308,127.0639073,2018,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동208,1,서울특별시 성동구 송정동 102-25,서울특별시 성동구 송정동 84-1,37.5469798,127.0642512,2023,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동209,1,서울특별시 성동구 송정동 59-12,서울특별시 성동구 송정동 142-13,37.5469536,127.0645079,2021,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동210,1,서울특별시 성동구 송정동 22-25,서울특별시 성동구 송정동 76-26,37.5469396,127.064675,2019,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동211,1,서울특별시 성동구 송정동 98-23,서울특별시 성동구 송정동 40-24,37.547024,127.0648265,2021,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동212,1,서울특별시 성동구 송정동 79-15,서울특별시 성동구 송정동 93-25,37.5469605,127.0650625,2020,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동213,1,서울특별시 성동구 송정동 115-18,서울특별시 성동구 송정동 143-17,37.5469262,127.0652915,2021,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동214,1,서울특별시 성동구 송정동 24-20,서울특별시 성동구 송정동 84-28,37.5469264,127.065524,2021,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동215,1,서울특별시 성동구 송정동 144-29,서울특별시 성동구 송정동 63-19,37.5469118,127.065808,2022,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동216,1,서울특별시 성동구 송정동 69-10,서울특별시 성동구 송정동 69-16,37.546937,127.0660348,2019,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동217,1,서울특별시 성동구 송정동 77-16,서울특별시 성동구 송정동 20-12,37.54692,127.0662756,2020,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동218,1,서울특별시 성동구 송정동 51-15,서울특별시 성동구 송정동 28-5,37.5470609,127.0665535,2020,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동219,1,서울특별시 성동구 송정동 3-4,서울특별시 성동구 송정동 67-8,37.5472166,127.0607627,2022,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동220,1,서울특별시 성동구 송정동 148-8,서울특별시 성동구 송정동 115-12,37.547283,127.0609567,2021,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동221,1,서울특별시 성동구 송정동 129-5,서울특별시 성동구 송정동 89-1,37.5472376,127.0612082,2021,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동222,1,서울특별시 성동구 송정동 30-27,서울특별시 성동구 송정동 37-12,37.5471802,127.0613982,2020,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동223,1,서울특별시 성동구 송정동 124-12,서울특별시 성동구 송정동 122-4,37.5472184,127.0616892,2021,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동224,1,서울특별시 성동구 송정동 77-2,서울특별시 성동구 송정동 30-1,37.547279,127.0618682,2024,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동225,1,서울특별시 성동구 송정동 63-17,서울특별시 성동구 송정동 45-18,37.5472184,127.0620455,2019,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동226,1,서울특별시 성동구 송정동 60-26,서울특별시 성동구 송정동 104-21,37.5472165,127.0623283,2019,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동227,1,서울특별시 성동구 송정동 8-24,서울특별시 성동구 송정동 51-15,37.5471933,127.0625974,2022,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동228,1,서울특별시 성동구 송정동 53-9,서울특별시 성동구 송정동 17-19,37.5472322,127.062725,2018,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동229,1,서울특별시 성동구 송정동 84-7,서울특별시 성동구 송정동 118-4,37.5472914,127.0630423,2020,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동230,1,서울특별시 성동구 송정동 81-20,서울특별시 성동구 송정동 100-20,37.5472708,127.0632668,2021,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동231,1,서울특별시 성동구 송정동 45-27,서울특별시 성동구 송정동 77-30,37.5472574,127.0634763,2022,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동232,1,서울특별시 성동구 송정동 31-8,서울특별시 성동구 송정동 79-4,37.5472579,127.0637603,2019,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동233,1,서울특별시 성동구 송정동 108-20,서울특별시 성동구 송정동 36-19,37.5472232,127.0639075,2021,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동234,1,서울특별시 성동구 송정동 45-18,서울특별시 성동구 송정동 43-16,37.5472312,127.0641949,2020,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동235,1,서울특별시 성동구 송정동 14-28,서울특별시 성동구 송정동 92-1,37.5471859,127.0643994,2021,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동236,1,서울특별시 성동구 송정동 130-21,서울특별시 성동구 송정동 127-14,37.5471853,127.0647117,2023,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동237,1,서울특별시 성동구 송정동 126-6,서울특별시 성동구 송정동 22-19,37.5472422,127.064927,2018,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동238,1,서울특별시 성동구 송정동 71-8,서울특별시 성동구 송정동 138-10,37.5472908,127.0650807,2019,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동239,1,서울특별시 성동구 송정동 141-17,서울특별시 성동구 송정동 29-19,37.5472884,127.0653681,2018,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동240,1,서울특별시 성동구 송정동 139-27,서울특별시 성동구 송정동 11-25,37.5472064,127.0655966,2023,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동241,1,서울특별시 성동구 송정동 27-24,서울특별시 성동구 송정동 64-10,37.5472341,127.0657768,2024,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동242,1,서울특별시 성동구 송정동 23-15,서울특별시 성동구 송정동 31-25,37.5473234,127.0660459,2024,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동243,1,서울특별시 성동구 송정동 90-28,서울특별시 성동구 송정동 110-6,37.5472014,127.0663357,2022,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동244,1,서울특별시 성동구 송정동 16-19,서울특별시 성동구 송정동 90-18,37.5471858,127.0664712,2020,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동245,1,서울특별시 성동구 송정동 75-10,서울특별시 성동구 송정동 147-9,37.547259,127.0666972,2024,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동246,1,서울특별시 성동구 송정동 43-2,서울특별시 성동구 송정동 102-21,37.5474748,127.0606485,2020,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동247,1,서울특별시 성동구 송정동 24-23,서울특별시 성동구 송정동 25-1,37.5475333,127.0609882,2019,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동248,1,서울특별시 성동구 송정동 133-22,서울특별시 성동구 송정동 114-1,37.5474934,127.0611207,2018,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동249,1,서울특별시 성동구 송정동 34-16,서울특별시 성동구 송정동 19-8,37.5475284,127.0614624,2021,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동250,1,서울특별시 성동구 송정동 81-12,서울특별시 성동구 송정동 77-5,37.5474314,127.0616927,2021,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동251,1,서울특별시 성동구 송정동 37-3,서울특별시 성동구 송정동 136-19,37.5475409,127.0619164,2018,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동252,1,서울특별시 성동구 송정동 55-21,서울특별시 성동구 송정동 39-30,37.5475148,127.0620542,2021,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동253,1,서울특별시 성동구 송정동 23-29,서울특별시 성동구 송정동 26-5,37.5475157,127.0623309,2024,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동254,1,서울특별시 성동구 송정동 110-11,서울특별시 성동구 송정동 36-8,37.5474368,127.062609,2020,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동255,1,서울특별시 성동구 송정동 73-25,서울특별시 성동구 송정동 7-28,37.5475203,127.062764,2024,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동256,1,서울특별시 성동구 송정동 131-7,서울특별시 성동구 송정동 101-10,37.5475225,127.0630047,2023,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동257,1,서울특별시 성동구 송정동 127-13,서울특별시 성동구 송정동 29-8,37.5474259,127.0633322,2021,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동258,1,서울특별시 성동구 송정동 93-30,서울특별시 성동구 송정동 82-5,37.5475192,127.063432,2021,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동259,1,서울특별시 성동구 송정동 140-22,서울특별시 성동구 송정동 45-25,37.5475549,127.0637437,2021,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동260,1,서울특별시 성동구 송정동 18-1,서울특별시 성동구 송정동 68-7,37.5475698,127.0640081,2018,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동261,1,서울특별시 성동구 송정동 130-10,서울특별시 성동구 송정동 129-25,37.5475647,127.0642688,2021,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동262,1,서울특별시 성동구 송정동 138-18,서울특별시 성동구 송정동 40-9,37.5474849,127.0644135,2018,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동263,1,서울특별시 성동구 송정동 40-18,서울특별시 성동구 송정동 84-13,37.5474667,127.064663,2022,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동264,1,서울특별시 성동구 송정동 17-10,서울특별시 성동구 송정동 112-24,37.5475186,127.0649469,2024,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동265,1,서울특별시 성동구 송정동 30-15,서울특별시 성동구 송정동 15-10,37.5474553,127.0650846,2023,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동266,1,서울특별시 성동구 송정동 4-23,서울특별시 성동구 송정동 36-23,37.5475358,127.0653961,2018,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동267,1,서울특별시 성동구 송정동 133-26,서울특별시 성동구 송정동 67-6,37.5474433,127.0656622,2020,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동268,1,서울특별시 성동구 송정동 31-25,서울특별시 성동구 송정동 8-11,37.5474374,127.0658668,2024,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동269,1,서울특별시 성동구 송정동 148-21,서울특별시 성동구 송정동 20-16,37.5474858,127.0660577,2021,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동270,1,서울특별시 성동구 송정동 43-12,서울특별시 성동구 송정동 41-9,37.5474988,127.0662149,2024,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동271,1,서울특별시 성동구 송정동 30-8,서울특별시 성동구 송정동 131-1,37.5474336,127.06653,2018,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동272,1,서울특별시 성동구 송정동 121-12,서울특별시 성동구 송정동 99-30,37.5475545,127.0666722,2019,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동273,1,서울특별시 성동구 송정동 20-19,서울특별시 성동구 송정동 146-2,37.5477516,127.0605051,2021,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동274,1,서울특별시 성동구 송정동 67-28,서울특별시 성동구 송정동 81-30,37.5477767,127.0606562,2024,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동275,1,서울특별시 성동구 송정동 82-15,서울특별시 성동구 송정동 70-8,37.5477336,127.0610005,2018,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동276,1,서울특별시 성동구 송정동 28-5,서울특별시 성동구 송정동 28-6,37.5478217,127.0611213,2021,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동277,1,서울특별시 성동구 송정동 92-25,서울특별시 성동구 송정동 54-15,37.5477453,127.0613967,2020,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동278,1,서울특별시 성동구 송정동 41-26,서울특별시 성동구 송정동 78-27,37.5477449,127.0617001,2023,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동279,1,서울특별시 성동구 송정동 38-3,서울특별시 성동구 송정동 64-12,37.5477823,127.0618023,2021,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동280,1,서울특별시 성동구 송정동 45-1,서울특별시 성동구 송정동 104-28,37.5477529,127.0621363,2021,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동281,1,서울특별시 성동구 송정동 119-4,서울특별시 성동구 송정동 36-4,37.5477597,127.0623481,2018,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동282,1,서울특별시 성동구 송정동 34-7,서울특별시 성동구 송정동 103-12,37.5476806,127.0626171,2023,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동283,1,서울특별시 성동구 송정동 67-30,서울특별시 성동구 송정동 20-1,37.5477716,127.0628275,2018,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동284,1,서울특별시 성동구 송정동 24-29,서울특별시 성동구 송정동 85-4,37.5477024,127.0630598,2018,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동285,1,서울특별시 성동구 송정동 111-27,서울특별시 성동구 송정동 102-16,37.5478215,127.0631966,2018,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동286,1,서울특별시 성동구 송정동 55-30,서울특별시 성동구 송정동 48-9,37.547732,127.0634889,2020,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동287,1,서울특별시 성동구 송정동 63-21,서울특별시 성동구 송정동 76-16,37.5477421,127.0636765,2021,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동288,1,서울특별시 성동구 송정동 72-13,서울특별시 성동구 송정동 36-14,37.547812,127.0639615,2019,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동289,1,서울특별시 성동구 송정동 140-26,서울특별시 성동구 송정동 5-13,37.5477736,127.0642445,2024,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동290,1,서울특별시 성동구 송정동 89-30,서울특별시 성동구 송정동 145-17,37.5477849,127.0644259,2020,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동291,1,서울특별시 성동구 송정동 57-1,서울특별시 성동구 송정동 72-2,37.5477329,127.06461,2024,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동292,1,서울특별시 성동구 송정동 60-6,서울특별시 성동구 송정동 26-8,37.5478294,127.064898,2023,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동293,1,서울특별시 성동구 송정동 15-25,서울특별시 성동구 송정동 57-19,37.5477093,127.0651308,2024,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동294,1,서울특별시 성동구 송정동 46-8,서울특별시 성동구 송정동 82-26,37.547828,127.0653397,2023,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동295,1,서울특별시 성동구 송정동 91-19,서울특별시 성동구 송정동 145-5,37.5477824,127.0656559,2022,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동296,1,서울특별시 성동구 송정동 139-10,서울특별시 성동구 송정동 45-16,37.5478225,127.0658757,2018,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동297,1,서울특별시 성동구 송정동 6-17,서울특별시 성동구 송정동 123-1,37.5476852,127.0660111,2020,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동298,1,서울특별시 성동구 송정동 88-23,서울특별시 성동구 송정동 46-30,37.5478176,127.0662383,2024,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동299,1,서울특별시 성동구 송정동 38-19,서울특별시 성동구 송정동 37-25,37.5478058,127.0664899,2018,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동300,1,서울특별시 성동구 송정동 96-23,서울특별시 성동구 송정동 102-19,37.5478062,127.066808,2018,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동301,1,서울특별시 성동구 송정동 82-9,서울특별시 성동구 송정동 27-3,37.5480522,127.0601764,2020,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동302,1,서울특별시 성동구 송정동 20-18,서울특별시 성동구 송정동 24-11,37.5479516,127.0604632,2022,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동303,1,서울특별시 성동구 송정동 8-14,서울특별시 성동구 송정동 43-20,37.548082,127.0607782,2021,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동304,1,서울특별시 성동구 송정동 49-14,서울특별시 성동구 송정동 142-24,37.5479495,127.0608836,2023,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동305,1,서울특별시 성동구 송정동 61-4,서울특별시 성동구 송정동 13-13,37.5480108,127.0612052,2022,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동306,1,서울특별시 성동구 송정동 93-1,서울특별시 성동구 송정동 110-3,37.5480123,127.0614102,2020,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동307,1,서울특별시 성동구 송정동 44-21,서울특별시 성동구 송정동 75-3,37.5480012,127.0618114,2021,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동308,1,서울특별시 성동구 송정동 25-3,서울특별시 성동구 송정동 89-26,37.5479673,127.0636626,2022,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동309,1,서울특별시 성동구 송정동 142-2,서울특별시 성동구 송정동 100-27,37.5479906,127.0640059,2022,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동310,1,서울특별시 성동구 송정동 147-29,서울특별시 성동구 송정동 61-16,37.5479914,127.0642027,2020,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동311,1,서울특별시 성동구 송정동 9-17,서울특별시 성동구 송정동 147-29,37.547937,127.0644935,2022,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동312,1,서울특별시 성동구 송정동 45-6,서울특별시 성동구 송정동 55-26,37.5480236,127.0648326,2019,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동313,1,서울특별시 성동구 송정동 112-7,서울특별시 성동구 송정동 38-27,37.5479446,127.0651132,2022,건축물,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동314,1,서울특별시 성동구 송정동 23-13,서울특별시 성동구 송정동 143-13,37.5479656,127.0654233,2022,한전주,02-2286-5114,서울특별시 성동구청,2025-12-23
송정동315,1,서울특별시 성동구 송정동 4-26,서울특별시 성동구 송정동 134-26,37.5479766,127.0655539,2021,전용주,02-2286-5114,서울특별시 성동구청,2025-12-23
