스마트가로등유형,시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,위도,경도,스마트가로등형태,점등상태여부,센서종류,센싱정보서비스,CCTV유무,WiFi유무,GPS수신기유무,비콘유무,조명제어여부,위급상황신고가능여부,앱서비스명,앱서비스제공내용,기타서비스,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
1,충청남도,서산시,성연5로,,충청남도 서산시 읍내동 산 22-2,36.78036111,126.4386997,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 읍내동 732-4,36.77973626,126.4388425,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 읍내동 733-1,36.77927316,126.4387274,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 읍내동 산 28-3,36.77879425,126.4384734,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 읍내동 산 29-1,36.77830184,126.4383101,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 예천동 512-64,36.77371576,126.440469,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 예천동 512-16,36.77386926,126.4399826,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 예천동 산 7-70,36.7740779,126.4395208,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 예천동 산 7-77,36.7745483,126.4391402,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 예천동 산 7-77,36.77453564,126.4391402,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 예천동 산 7-75,36.7751083,126.4387578,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 예천동 산 7-76,36.77555449,126.4385874,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 예천동 산 7-67,36.7754895,126.4384396,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 예천동 산 7-67,36.7754895,126.4384013,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연4로,,충청남도 서산시 예천동 산 9-3,36.7767588,126.438421,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연4로,,충청남도 서산시 읍내동 735-6,36.77755043,126.4383829,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연4로,,충청남도 서산시 죽성동 7-17,36.75436736,126.4491511,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 죽성동 7-20,36.75492623,126.4496979,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 죽성동 5-15,36.75611676,126.4503366,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 죽성동 7-17,36.75436736,126.4491538,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 죽성동 6-4,36.7552357,126.4499256,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 죽성동 5-8,36.75623094,126.449608,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 죽성동 5-13,36.75633739,126.4504329,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 죽성동 산 8-8,36.75454617,126.4496965,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 죽성동 7-7,36.75575526,126.4504478,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 죽성동 7-7,36.75576977,126.4504482,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 죽성동 5-5,36.75603989,126.4505392,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 죽성동 산 8-8,36.75456786,126.4496965,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 죽성동 7-6,36.75525545,126.4502259,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 죽성동 5-5,36.75603989,126.4505364,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연4로,,충청남도 서산시 죽성동 5-1,36.75638369,126.4506423,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연4로,,충청남도 서산시 예천동 249-15,36.7573763,126.4507686,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연4로,,충청남도 서산시 예천동 251-7,36.75675134,126.4506619,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연4로,,충청남도 서산시 예천동 249-15,36.7573763,126.4507824,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 석남동 286-20,36.7581909,126.451296,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 석남동 286-20,36.75816941,126.4512249,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 예천동 251-4,36.75678645,126.4505502,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 석남동 290-5,36.75686128,126.4509021,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 석남동 694,36.75674764,126.457391,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 석남동 581-5,36.75924853,126.4523884,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 예천동 250-1,36.75671114,126.4507383,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 석남동 286-18,36.75716662,126.4510724,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 석남동 286-21,36.7581198,126.4515288,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연5로,,충청남도 서산시 석남동 582-3,36.75887236,126.4520856,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 예천동 507-107,36.7748317,126.4411732,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 예천동 507-126,36.77496039,126.4417127,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 예천동 507-134,36.7751407,126.4422127,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 예천동 507-101,36.77503981,126.4427959,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 예천동 507-101,36.7748498,126.4431109,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 예천동 1731,36.77461068,126.4429685,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 예천동 507-130,36.77495455,126.4414299,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 예천동 507-75,36.77502242,126.4419699,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 예천동 507-39,36.77519149,126.4424756,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 예천동 507-101,36.77493921,126.4429618,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 예천동 1731,36.77468711,126.4429685,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 잠홍동 348-3,36.79103657,126.4820319,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 잠홍동 344-1,36.7916374,126.4824034,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 잠홍동 347-7,36.79125808,126.4821422,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 성연면 명천리 586,36.83088968,126.4872568,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 성연면 명천리 666,36.83220588,126.4867893,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 성연면 명천리 247-1,36.83327573,126.4924274,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 성연면 명천리 1106,36.83256129,126.4868797,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 성연면 명천리 251-4,36.83338968,126.4910357,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 성연면 명천리 1106,36.83256129,126.4868145,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 대두리 194-4,36.70721669,126.3928347,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 대두리 177-1,36.70840961,126.3924498,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 대두리 174-6,36.70818547,126.3920332,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 대두리 178-5,36.70773169,126.3922314,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 대두리 180-2,36.7084734,126.3914529,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 대두리 178-5,36.70773169,126.3922642,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 대두리 177-4,36.70833074,126.3922363,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 대두리 180-2,36.70847108,126.3914655,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 대두리 193,36.70698873,126.3930832,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 대두리 178-5,36.70777201,126.3922642,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 대두리 180-2,36.70847108,126.3914529,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 대두리 180-2,36.70847108,126.391487,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 취평리 391-13,36.71677111,126.3903259,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 취평리 391-16,36.71764438,126.3915676,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 취평리 391-21,36.71797644,126.3917659,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 취평리 432-6,36.71824482,126.392373,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 취평리 430,36.71880071,126.3927337,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 취평리 450-16,36.71930076,126.3932539,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 취평리 468-2,36.72003603,126.3936533,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 취평리 470-1,36.7203189,126.3942879,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 취평리 487-3,36.7208686,126.3947496,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 취평리 465-1,36.72029668,126.3936543,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 취평리 450-4,36.71954887,126.3929484,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 취평리 434-2,36.71901863,126.3920338,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 취평리 391-25,36.71707451,126.3906416,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 취평리 391-23,36.71760213,126.3908039,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 취평리 391-19,36.71810142,126.3912422,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 취평리 437-1,36.71865273,126.3915417,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 취평리 391-25,36.71706518,126.3906416,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 취평리 391-21,36.71793154,126.3917659,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 취평리 399-25,36.71806397,126.3921341,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
1,충청남도,서산시,성연3로,,충청남도 서산시 부석면 취평리 산 28-8,36.71858689,126.3919374,1,N,조도센서,디밍,N,N,N,Y,Y,N,가로등제어,상태감시 및 조명제어+길찾기 기능 제공,,,충청남도 서산시청,041-660-2389,2026-01-12,4530000,충청남도 서산시
