보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명
부암동,1,,서울특별시 종로구 신영동 172-4 세검정자옆,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 172-4 세검정자옆,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 94-20,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 221-3,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 부암동 9,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 172,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 부암동 237-45,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 부암동 208-42,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 94-17,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 부암동 153-3,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 104-5,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 부암동 44-1,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동30-1,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동129-20(1)지장암,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동129-20(2)지장암,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 부암동 345-7,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 홍지동 60-2,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 7-5,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 210,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 223-1,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 174-4,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 174-3 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 520-7,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 250-8,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 131-22,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 131-21,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 131-24,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 520-15,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 369-1,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 369-3,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 520-15,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 131-13,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 131-8 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 526-10,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 520-1,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 505-6,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 505-6,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 505-10,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 502-3,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 502-5 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 502-2 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 505-3,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 507-4 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 507-4 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 507-4 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 509-12,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 496-11 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 495-7,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 495-14,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 496-11 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 495-2 위쪽산,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 488-10,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 488-11,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 487-1 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 475-20 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 487-5 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 487-5 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 175-1 오륜빌라,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 487-2 골목 앞,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 487-2 골목 앞,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 499-1,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 499-2,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 499-4,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 499-4,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 499-10,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 90-16 위계단,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 91-3 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 91-6 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 92-6,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 91,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 484-3,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 481-4,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 481-6,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 482-3 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 480,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 480 월편,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 통인동 137-12,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 통인동 136-4 뒤편,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 누하동 208,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 누하동 219,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 누하동 201,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 누하동 188,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 누하동 229-2,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 누하동 224,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 누하동 243-5,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 누하동 241,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 누하동 227-4,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 누하동 240,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 통인동 64,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 통인동 64,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 통인동 70,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 통인동 48-13,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 산 3-14 (인왕산약수터길),,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 산 3-14 (인왕산약수터길),,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 산 3-14 (인왕산약수터길),,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 산 3-14 (인왕산약수터길),,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 산 3-14 (인왕산약수터길),,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 산 3-14 (인왕산약수터길),,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 산 3-14 (인왕산약수터길),,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 산 3-14 (인왕산약수터길),,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 산 3-14 (인왕산약수터길),,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 산 3-14 (인왕산약수터길),,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 산 3-14 (인왕산약수터길),,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 45-1 (옥인ATP내),,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 45-1 (옥인ATP내),,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 179-1(해맞이공원),,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 창성동 109-2,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 누상동 160,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 누상동 산 1-38,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-193,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 47-328 (산),,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 옥인동 산 1-26(사직동 산1-26),,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 누하동 179-3,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 청운동 4-35 (청운빌라내),,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 청운동 53(산4-39),,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 청운동 53(산4-39),,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 통인동 147-4,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 청운동 53(산4-39),,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 청운동 53(산4-39),,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 청운동 54(산4-39),,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 누상동 166-98,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 청운동 123,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 청운동 123,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 효자동 103,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 효자동 103,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 효자동 103,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 효자동 103,,,,,02-2148-3193,서울특별시 종로구청
청운효자동,1,,서울특별시 종로구 청운동 12-10,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동92,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동87-2옆,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동77-4옆골목,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동98,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동87-1,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동80,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동73,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동70,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동68,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동65-7,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동55-2,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동65-6,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동52,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동44-1,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 팔판동63-6,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 팔판동63-2,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동48,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동35,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동40-1,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동47-2,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동46-2,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동54,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동67-1,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동71-1,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동23-7앞,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동25-1건너편,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 화동23-14건너편,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동35-233,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동35-231,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동35-169,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동35-9,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동35-27,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동35-19,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동35-5,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동35-69,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동35-6,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동35-28,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동35-118,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동35-12,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동63-22,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동35-115,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동35-113,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동63-20,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동63-21,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동63-16,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동63-28,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동63-10,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동63-37,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동63-33,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동62-14,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동62-16뒤,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동62-23,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동62-37,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동62-3,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동62-41,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동62-41위,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동61-4,,,,,02-2148-3193,서울특별시 종로구청
삼청동,1,,서울특별시 종로구 삼청동61-13,,,,,02-2148-3193,서울특별시 종로구청
부암동,1,,서울특별시 종로구 신영동 214-27,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 273-1,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 274-4 안성빌라,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 274-4 안성빌라,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 273 평창아파트,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 268-3 월편 옆,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 268-3 월편 산길,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 268-3 월편 산길 위쪽,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 260-14 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 260-14,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 260-14 뒤쪽산,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 250-4 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 260-17,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 260-17,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 260-7 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 260-9,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 260-8 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 260-48,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 260-30 옆,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 260-3,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 260-3 옆,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 259-1 옆산쪽,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 259-3 월편 위,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 259-3 월편 위,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 260-27,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 260-27 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 260,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 260-3,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 260-7 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 254-1 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 254-15 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 254-15 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 245 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 245,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 232 담벽,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 275-7 로얄전원빌라,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 230-3 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 234-9 평창한의원,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 234-24,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 234-25 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 234-3 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 234-5,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 234-15,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 234-43 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 234-43 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 234-29,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 234-50,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 234-6,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 234-16,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 209-2,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 192-1,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 211-4,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 211-2 월편 계단 뒤,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 152-2,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 200-3,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 542-3 계단벽,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 542-3 계단벽,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 545-2 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 543-7,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 398-5,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 121,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 388-5 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 387-7 뒤 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 378-7 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 387-12 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 387-13,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 378-13 뒤 절 계단,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 387-10,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 387-22,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 387-21,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 387-2 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 379-2 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 379-2 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 360-2 밑,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 346-1 B동,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 346 밑 옆으로,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 346 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 346 8동,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 346 9동,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 346 5동,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 346 14동 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 346 15동 월편,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 346 2동,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 346 2동,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 346 18동 밑에,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 346 18동,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 345-148,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 345-54,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 345-96,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 345-139,,,,,02-2148-3193,서울특별시 종로구청
평창동,1,,서울특별시 종로구 평창동 345-107,,,,,02-2148-3193,서울특별시 종로구청
