보안등위치명,설치개수,소재지도로명주소,위도,경도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
용신동(0664),1,서울특별시 동대문구 천호대로23길 17,37.57487349,127.0333452,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0665),1,서울특별시 동대문구 무학로30길 43,37.57524158,127.0331819,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0666),1,서울특별시 동대문구 천호대로21길 22,37.57502535,127.0331847,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0667),1,서울특별시 동대문구 천호대로21길 18,37.57486327,127.0331981,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0668),1,서울특별시 동대문구 무학로28길 43,37.5747011,127.0332002,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0669),1,서울특별시 동대문구 무학로28길 56,37.57458025,127.0338471,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0670),1,서울특별시 동대문구 천호대로25길 5,37.57439327,127.0341212,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0671),1,서울특별시 동대문구 천호대로23길 9,37.5745588,127.0334285,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0673),1,서울특별시 동대문구 천호대로23길 3,37.5742796,127.0334434,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0674),1,서울특별시 동대문구 천호대로21길 10,37.57453057,127.0332817,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0675),1,서울특별시 동대문구 천호대로21길 7,37.57444773,127.0330676,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0677),1,서울특별시 동대문구 천호대로19길 12,37.57456355,127.0329077,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0678),1,서울특별시 동대문구 천호대로19길 7,37.57438179,127.0327175,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0679),1,서울특별시 동대문구 천호대로 85,37.57416714,127.0329128,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0680),1,서울특별시 동대문구 무학로28길 32,37.57449734,127.0325236,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0681),1,서울특별시 동대문구 무학로28길 28,37.57452242,127.0322855,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0682),1,서울특별시 동대문구 무학로28길 28,37.57452242,127.0322855,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0683),1,서울특별시 동대문구 무학로28길 24,37.57452995,127.0321043,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0684),1,서울특별시 동대문구 무학로28길 22-1,37.57437688,127.0321176,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0685),1,서울특별시 동대문구 천호대로 79,37.57419669,127.0321199,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0686),1,서울특별시 동대문구 무학로28길 20,37.57451936,127.031912,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0688),1,서울특별시 동대문구 천호대로 73,37.57072589,127.0407456,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0689),1,서울특별시 동대문구 천호대로 71,37.57426431,127.0315757,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0690),1,서울특별시 동대문구 천호대로 71,37.57426431,127.0315757,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0691),1,서울특별시 동대문구 무학로28길 15,37.57469696,127.0315927,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0692),1,서울특별시 동대문구 무학로28길 9-4,37.57484873,127.0314209,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0694),1,서울특별시 동대문구 무학로28길 23-3,37.57492535,127.0319747,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0695),1,서울특별시 동대문구 무학로28길 23-3,37.57492535,127.0319747,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0696),1,서울특별시 동대문구 무학로28길17-6,37.5749599,127.0317931,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0697),1,서울특별시 동대문구 무학로 124,37.57535409,127.0315163,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0698),1,서울특별시 동대문구 무학로 124,37.57535409,127.0315163,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0699),1,서울특별시 동대문구 무학로 124,37.57535409,127.0315163,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0700),1,서울특별시 동대문구 무학로 124,37.57535409,127.0315163,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0701),1,서울특별시 동대문구 무학로 124,37.57535409,127.0315163,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0702),1,서울특별시 동대문구 무학로 124,37.57535409,127.0315163,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0703),1,서울특별시 동대문구 무학로 124,37.57535409,127.0315163,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0704),1,서울특별시 동대문구 무학로 118-4,37.5747643,127.0310145,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0705),1,서울특별시 동대문구 무학로 116,37.5744838,127.0308709,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0706),1,서울특별시 동대문구 무학로 114-1,37.57436798,127.0310309,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0707),1,서울특별시 동대문구 천호대로 71-3,37.57438739,127.0312005,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0708),1,서울특별시 동대문구 천호대로 71-3,37.57438739,127.0312005,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0709),1,서울특별시 동대문구 무학로 25길 35,37.57328405,127.0285091,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0710),1,서울특별시 동대문구 천호대로12길 8,37.57349229,127.0286309,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0711),1,서울특별시 동대문구 무학로25길 29,37.57331442,127.0289163,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0712),1,서울특별시 동대문구 천호대로14길 18,37.57312904,127.0293828,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0713),1,서울특별시 동대문구 천호대로12길 15,37.57308854,127.02884,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0714),1,서울특별시 동대문구 무학로25길 29,37.57331442,127.0289163,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0715),1,서울특별시 동대문구 천호대로12길 19,37.57280051,127.0288776,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0716),1,서울특별시 동대문구 천호대로12길 20,37.57286989,127.0285485,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0717),1,서울특별시 동대문구 무학로23길 22-7,37.57282123,127.0292057,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0718),1,서울특별시 동대문구 무학로25길 35-1,37.57320315,127.0285328,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0719),1,서울특별시 동대문구 천호대로14길 18,37.57312904,127.0293828,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0721),1,서울특별시 동대문구 천호대로14길 23,37.57330338,127.0297655,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0813),1,서울특별시 동대문구 천호대로 76-1,37.57367136,127.0317871,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0815),1,서울특별시 동대문구 천호대로 78-2,37.57369058,127.031934,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0817),1,서울특별시 동대문구 천호대로 82-1,37.57379497,127.032578,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0818),1,서울특별시 동대문구 천호대로 82-3,37.57369596,127.0325906,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0819),1,서울특별시 동대문구 무학로26길 27,37.57349534,127.0322988,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0820),1,서울특별시 동대문구 천호대로 86-4,37.57361607,127.0327388,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0821),1,서울특별시 동대문구 천호대로22길 4,37.57370003,127.0330886,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0822),1,서울특별시 동대문구 천호대로 92,37.57381305,127.0336872,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0823),1,서울특별시 동대문구 무학로26길 16,37.57328367,127.0317582,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0824),1,서울특별시 동대문구 무학로26길 16,37.57328367,127.0317582,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0825),1,서울특별시 동대문구 무학로26길 16,37.57328367,127.0317582,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0826),1,서울특별시 동대문구 무학로26길 16,37.57328367,127.0317582,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0827),1,서울특별시 동대문구 무학로26길 16,37.57328367,127.0317582,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0828),1,서울특별시 동대문구 무학로26길 16,37.57328367,127.0317582,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0829),1,서울특별시 동대문구 무학로26길 16,37.57328367,127.0317582,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0830),1,서울특별시 동대문구 무학로26길 46,37.57336714,127.0331495,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0831),1,서울특별시 동대문구 무학로26길 54,37.57338988,127.0337266,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0832),1,서울특별시 동대문구 무학로26길 53,37.57358001,127.0338373,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0833),1,서울특별시 동대문구 무학로26길 55,37.5735722,127.0339846,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0836),1,서울특별시 동대문구 청계천로 525,37.57197184,127.0344128,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0837),1,서울특별시 동대문구 청계천로 525,37.57197184,127.0344128,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0838),1,서울특별시 동대문구 청계천로13길 13,37.57252876,127.0342018,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0839),1,서울특별시 동대문구 무학로20가길 7,37.57163754,127.0309983,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0840),1,서울특별시 동대문구 무학로25길 35,37.57328405,127.0285091,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0842),1,서울특별시 동대문구 무학로26길 58-7,37.57312283,127.0341262,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0843),1,서울특별시 동대문구 천호대로24길 23-3,37.57281679,127.0341642,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0844),1,서울특별시 동대문구 천호대로24길 25,37.57279553,127.0337682,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0845),1,서울특별시 동대문구 천호대로22길 29-1,37.57264061,127.0335551,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0846),1,서울특별시 동대문구 천호대로24길 34,37.57238844,127.0335697,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0847),1,서울특별시 동대문구 천호대로22길 17,37.57313484,127.0333902,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0848),1,서울특별시 동대문구 천호대로22길 23,37.57285554,127.0333939,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0849),1,서울특별시 동대문구 천호대로22길 31,37.57249535,127.0334211,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0850),1,서울특별시 동대문구 천호대로22길 38,37.57221439,127.033221,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0851),1,서울특별시 동대문구 천호대로16가길 40,37.57219498,127.0330514,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0852),1,서울특별시 동대문구 천호대로16가길 40,37.57219498,127.0330514,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0853),1,서울특별시 동대문구 천호대로22길 40-4,37.57208668,127.0330302,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0854),1,서울특별시 동대문구 천호대로22길 37,37.57223417,127.0334358,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0855),1,서울특별시 동대문구 천호대로24길 38,37.57219023,127.0335722,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0858),1,서울특별시 동대문구 천호대로24길 39,37.57207616,127.0339473,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0859),1,서울특별시 동대문구 천호대로22길 44,37.5719442,127.0332358,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0860),1,서울특별시 동대문구 천호대로22길 44,37.5719442,127.0332358,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0861),1,서울특별시 동대문구 무학로20다길 31,37.5714852,127.0322003,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0862),1,서울특별시 동대문구 무학로16길 59,37.57155753,127.0333314,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0863),1,서울특별시 동대문구 청계천로 517,37.57151498,127.0336376,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0864),1,서울특별시 동대문구 청계천로 517,37.57151498,127.0336376,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0865),1,서울특별시 동대문구 청계천로 517,37.57151498,127.0336376,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0867),1,서울특별시 동대문구 청계천로 517,37.57151498,127.0336376,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0868),1,서울특별시 동대문구 천호대로16나길 25,37.57177943,127.032921,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0869),1,서울특별시 동대문구 천호대로16나길 25,37.57177943,127.032921,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0870),1,서울특별시 동대문구 천호대로16나길 27,37.57157249,127.0329576,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0871),1,서울특별시 동대문구 무학로16길 47,37.57124769,127.0329052,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0872),1,서울특별시 동대문구 청계천로 509,37.57116882,127.0331779,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0873),1,서울특별시 동대문구 무학로20다길 15-9,37.5714852,127.0322003,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0874),1,서울특별시 동대문구 무학로20다길 15-6,37.57151594,127.0326527,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0875),1,서울특별시 동대문구 무학로20다길 15-1,37.57138804,127.0324392,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0876),1,서울특별시 동대문구 무학로26길 16,37.57328367,127.0317582,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0877),1,서울특별시 동대문구 무학로26길 16,37.57328367,127.0317582,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0878),1,서울특별시 동대문구 무학로26길 16,37.57328367,127.0317582,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0879),1,서울특별시 동대문구 무학로26길 16,37.57328367,127.0317582,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0880),1,서울특별시 동대문구 천호대로16나길 13,37.57181001,127.0322527,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0881),1,서울특별시 동대문구 무학로20다길 7-3,37.57141201,127.0320654,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0882),1,서울특별시 동대문구 무학로20다길 7-2,37.57131458,127.0322704,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0883),1,서울특별시 동대문구 무학로20길 31,37.57119745,127.0322719,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0884),1,서울특별시 동대문구 무학로20길 27,37.57120359,127.0319209,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0885),1,서울특별시 동대문구 무학로20길 27,37.57120359,127.0319209,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0886),1,서울특별시 동대문구 무학로20길 17,37.5712544,127.031524,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0887),1,서울특별시 동대문구 천호대로16길 53,37.57157902,127.0315538,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0888),1,서울특별시 동대문구 무학로20다길 1-7,37.57157122,127.031701,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0889),1,서울특별시 동대문구 천호대로16나길 4,37.57168834,127.0316995,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0890),1,서울특별시 동대문구 천호대로16나길 3,37.5718585,127.0315728,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0891),1,서울특별시 동대문구 천호대로16길 16,37.57313479,127.0311827,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0892),1,서울특별시 동대문구 무학로26길 16,37.57328367,127.0317582,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0893),1,서울특별시 동대문구 천호대로16길 20,37.57290946,127.0311743,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0894),1,서울특별시 동대문구 천호대로 16길 18,37.5730446,127.0311726,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0895),1,서울특별시 동대문구 무학로26길 16,37.57328367,127.0317582,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0896),1,서울특별시 동대문구 천호대로16길 37,37.57227387,127.0316806,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0897),1,서울특별시 동대문구 천호대로16길 28-3,37.57259283,127.0310199,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0898),1,서울특별시 동대문구 무학로 92-5,37.57245759,127.0310104,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0899),1,서울특별시 동대문구 무학로 92-14,37.57230564,127.0311595,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0900),1,서울특별시 동대문구 천호대로16길 32,37.57235189,127.0313061,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0902),1,서울특별시 동대문구 무학로20나길 19,37.572036,127.0312422,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0903),1,서울특별시 동대문구 천호대로16길 40,37.5721273,127.0313882,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0904),1,서울특별시 동대문구 무학로 86-4,37.57188851,127.0308366,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0905),1,서울특별시 동대문구 무학로20가길 15,37.57188925,127.0309271,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0906),1,서울특별시 동대문구 무학로20가길 11,37.57173628,127.0309518,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0907),1,서울특별시 동대문구 무학로20나길 14,37.57178392,127.0312681,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0908),1,서울특별시 동대문구 무학로20가길 11-1,37.57172634,127.0308387,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0909),1,서울특별시 동대문구 무학로20가길 7,37.57163754,127.0309983,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0910),1,서울특별시 동대문구 무학로20가길 7,37.57163754,127.0309983,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0911),1,서울특별시 동대문구 무학로20나길 7,37.57158479,127.0311575,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0912),1,서울특별시 동대문구 무학로20가길 5-2,37.57153677,127.0307959,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0913),1,서울특별시 동대문구 무학로20길 5-1,37.57102777,127.0313571,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0914),1,서울특별시 동대문구 무학로20나길 4,37.57132397,127.0312175,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0915),1,서울특별시 동대문구 무학로 80,37.57567008,127.0304933,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0916),1,서울특별시 동대문구 무학로20길 5-1,37.57102777,127.0313571,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0917),1,서울특별시 동대문구 무학로20길 4-2,37.57107664,127.0307226,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0918),1,서울특별시 동대문구 무학로20길 4-3,37.57096035,127.030826,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0919),1,서울특별시 동대문구 무학로20길 4-25,37.57085214,127.030816,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0920),1,서울특별시 동대문구 무학로20길 4-9,37.57097056,127.030973,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0921),1,서울특별시 동대문구 무학로20길 14-4,37.57094493,127.0311431,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0922),1,서울특별시 동대문구 무학로20길 14-3,37.57100929,127.0313008,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0923),1,서울특별시 동대문구 무학로18길 17-3,37.57094706,127.0314035,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0924),1,서울특별시 동대문구 무학로 74,37.57074208,127.0305797,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0925),1,서울특별시 동대문구 무학로 74,37.57074208,127.0305797,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0926),1,서울특별시 동대문구 무학로18길 8,37.57064566,127.0309093,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0927),1,서울특별시 동대문구 무학로18길 14,37.57070288,127.0312934,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0928),1,서울특별시 동대문구 무학로18길 18,37.57071337,127.0314744,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0929),1,서울특별시 동대문구 무학로16길 17,37.57055937,127.0313745,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0930),1,서울특별시 동대문구 무학로16길 19,37.57056977,127.0315442,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0931),1,서울특별시 동대문구 무학로18길 19,37.57082287,127.0316428,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0932),1,서울특별시 동대문구 청계천로 483,37.5702656,127.0307104,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0933),1,서울특별시 동대문구 무학로20길 26,37.57100538,127.0319234,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0934),1,서울특별시 동대문구 무학로18길 26,37.57074438,127.0319608,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0935),1,서울특별시 동대문구 무학로16길 33,37.5708629,127.0321291,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0936),1,서울특별시 동대문구 청계천로 485,37.57025937,127.0310501,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0937),1,서울특별시 동대문구 청계천로 491,37.57028983,127.0314686,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0938),1,서울특별시 동대문구 청계천로 497,37.57136271,127.0304472,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0939),1,서울특별시 동대문구 청계천로 501,37.57136271,127.0304472,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0940),1,서울특별시 동대문구 무학로20길 36,37.57099274,127.0325802,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0941),1,서울특별시 동대문구 청계천로 505,37.57084078,127.0327293,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0943),1,서울특별시 동대문구 왕산로 106,37.5779517,127.0351395,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0944),1,서울특별시 동대문구 왕산로 108,37.57778153,127.0352662,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0945),1,서울특별시 동대문구 정릉천동로 60-4,37.57760924,127.0351326,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0947),1,서울특별시 동대문구 정릉천동로 60-9,37.57770119,127.0353578,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0948),1,서울특별시 동대문구 정릉천동로 60-14,37.57761146,127.0354043,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0949),1,서울특별시 동대문구 정릉천동로 60-19,37.57768566,127.0356637,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0950),1,서울특별시 동대문구 정릉천동로 60-21,37.57769532,127.0357428,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0951),1,서울특별시 동대문구 왕산로 112-10,37.57770506,127.0358333,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0952),1,서울특별시 동대문구 왕산로 112-5,37.57781392,127.0359224,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0953),1,서울특별시 동대문구 왕산로 112-5,37.57781392,127.0359224,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0955),1,서울특별시 동대문구 왕산로26길 4,37.57787111,127.0363066,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0956),1,서울특별시 동대문구 왕산로26길 14,37.5775111,127.0363565,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0957),1,서울특별시 동대문구 용신동 712-75,37.57760924,127.0351326,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0958),1,서울특별시 동대문구 왕산로26길 13,37.57744179,127.0366971,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0960),1,서울특별시 동대문구 천호대로27길 73,37.577475,127.0374552,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0962),1,서울특별시 동대문구 고산자로33길 19-5,37.57730133,127.0371517,전용주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0963),1,서울특별시 동대문구 고산자로33길 15-1,37.57738352,127.0372865,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0964),1,서울특별시 동대문구 왕산로26가길 15,37.57719478,127.0373456,건축물,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0965),1,서울특별시 동대문구 왕산로26길 27,37.57681002,127.0365693,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0966),1,서울특별시 동대문구 왕산로26가길 11,37.57720223,127.037153,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
용신동(0967),1,서울특별시 동대문구 왕산로26가길 17,37.57719552,127.0374361,한전주,02-2127-4834,서울특별시 동대문구청,2024-12-26
