보안등표찰명,소재지지번주소,경도,위도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
신촌동4029,서울특별시 서대문구 신촌동2-42,126.9488415,37.5681559,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동8909,서울특별시 서대문구 신촌동2-46,126.9488415,37.5681559,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동8065,서울특별시 서대문구 신촌동2-76,126.9480482,37.567419,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동8060,서울특별시 서대문구 신촌동2-75,126.948126,37.5675188,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동8062,서울특별시 서대문구 신촌동2-75,126.948126,37.5675188,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동4027,서울특별시 서대문구 창천동2-77,126.9391197,37.5592478,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1-2,서울특별시 서대문구 신촌동2-93,126.9480853,37.5671941,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동4026,서울특별시 서대문구 창천동2-78,126.9392217,37.5592397,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동4025,서울특별시 서대문구 신촌동2-79,126.9483756,37.567476,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동8464,서울특별시 서대문구 신촌동2-82,126.9488149,37.5676331,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동8063,서울특별시 서대문구 신촌동2-84,126.9485117,37.5674592,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동8917,서울특별시 서대문구 신촌동2-85,126.9483539,37.5674127,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동8064,서울특별시 서대문구 신촌동2-88,126.9486834,37.5673255,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동5093,서울특별시 서대문구 신촌동29-24,126.9461837,37.567988,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동5094,서울특별시 서대문구 신촌동29-25,126.9461837,37.567988,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동5082,서울특별시 서대문구 신촌동29-30,126.9461837,37.567988,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동5083,서울특별시 서대문구 신촌동29-45,126.9461837,37.567988,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동5085,서울특별시 서대문구 신촌동29-64,126.9461837,37.567988,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동5090,서울특별시 서대문구 신촌동29-68,126.9461837,37.567988,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동5084,서울특별시 서대문구 신촌동29-70,126.9461837,37.567988,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동5050,서울특별시 서대문구 신촌동29-74,126.9461837,37.567988,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동5087,서울특별시 서대문구 신촌동29-88,126.9461837,37.567988,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동11,서울특별시 서대문구 신촌동29-90,126.9461837,37.567988,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동4003,서울특별시 서대문구 창천동31-55,126.9364103,37.5571601,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동4020,서울특별시 서대문구 신촌동33-47,126.9461837,37.567988,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동6009,서울특별시 서대문구 신촌동34-15,126.9454185,37.5684678,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동6008,서울특별시 서대문구 신촌동34-15,126.9454185,37.5684678,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동6007,서울특별시 서대문구 신촌동34-15,126.9454185,37.5684678,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동6006,서울특별시 서대문구 신촌동34-15,126.9454185,37.5684678,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동6003,서울특별시 서대문구 신촌동34-19,126.9454185,37.5684678,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동9919,서울특별시 서대문구 신촌동34-19,126.9454185,37.5684678,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동6002,서울특별시 서대문구 대현동34-23,126.9447306,37.5594603,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동6001,서울특별시 서대문구 신촌동34-24,126.9454185,37.5684678,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동9914,서울특별시 서대문구 대현동34-24,126.9445713,37.5595219,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동6001-1,서울특별시 서대문구 신촌동34-24,126.9454185,37.5684678,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동5118,서울특별시 서대문구 신촌동34-36,126.9454185,37.5684678,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동9916,서울특별시 서대문구 대현동34-38,126.9438371,37.5594163,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동9915,서울특별시 서대문구 대현동34-40,126.9439479,37.5595794,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동9925,서울특별시 서대문구 신촌동34-41,126.9454185,37.5684678,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동9924,서울특별시 서대문구 신촌동34-49,126.9454185,37.5684678,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동5120,서울특별시 서대문구 대현동34-51,126.9441425,37.559428,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1134,서울특별시 서대문구 신촌동37-15,126.9454185,37.5684678,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동6032,서울특별시 서대문구 신촌동37-25,126.9454185,37.5684678,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1135-1,서울특별시 서대문구 신촌동37-32,126.9454185,37.5684678,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동6022,서울특별시 서대문구 대현동37-49,126.9443482,37.5584838,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동6018,서울특별시 서대문구 신촌동37-60,126.9454185,37.5684678,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동19-1,서울특별시 서대문구 신촌동37-64,126.9454185,37.5684678,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동6021,서울특별시 서대문구 신촌동37-69,126.9454185,37.5684678,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동5034,서울특별시 서대문구 신촌동4-103,126.9482625,37.567475,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동9904,서울특별시 서대문구 신촌동4-109,126.9482625,37.567475,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동5070,서울특별시 서대문구 신촌동4-113,126.9482625,37.567475,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동4048,서울특별시 서대문구 신촌동41-18,126.9454185,37.5684678,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동4092,서울특별시 서대문구 신촌동4-119,126.9482625,37.567475,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동4098,서울특별시 서대문구 신촌동4-133,126.9482625,37.567475,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동4352,서울특별시 서대문구 신촌동4-136,126.9482625,37.567475,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동8075,서울특별시 서대문구 신촌동42-19,126.9454185,37.5684678,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동4055,서울특별시 서대문구 신촌동4-37,126.9482625,37.567475,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동4057,서울특별시 서대문구 신촌동4-38,126.9482625,37.567475,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동5028,서울특별시 서대문구 신촌동4-46,126.9482625,37.567475,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동9991,서울특별시 서대문구 신촌동4-47,126.9482625,37.567475,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동6107,서울특별시 서대문구 신촌동45-47,126.9454185,37.5684678,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동5001,서울특별시 서대문구 창천동4-53,126.9403983,37.5584754,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동6108,서울특별시 서대문구 대현동67-73,126.9474101,37.5572586,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동5020,서울특별시 서대문구 신촌동4-62,126.9482625,37.567475,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1-15,서울특별시 서대문구 신촌동47-20,126.9454185,37.5684678,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동8905,서울특별시 서대문구 신촌동47-20,126.9454185,37.5684678,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동4032,서울특별시 서대문구 신촌동47-39,126.9454185,37.5684678,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동4033,서울특별시 서대문구 신촌동47-39,126.9454185,37.5684678,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동4030,서울특별시 서대문구 신촌동47-39,126.9454185,37.5684678,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동4031,서울특별시 서대문구 신촌동47-39,126.9454185,37.5684678,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동4120,서울특별시 서대문구 신촌동4-84,126.9482625,37.567475,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동4117,서울특별시 서대문구 신촌동4-86,126.9482625,37.567475,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3,서울특별시 서대문구 신촌동49-31,126.9454185,37.5684678,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동4118,서울특별시 서대문구 신촌동4-97,126.9482625,37.567475,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3018,서울특별시 서대문구 신촌동500-10,126.9421662,37.5639155,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3020,서울특별시 서대문구 신촌동500-15,126.9421662,37.5639155,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3024,서울특별시 서대문구 신촌동500-18,126.9421662,37.5639155,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3031,서울특별시 서대문구 신촌동501-20,126.9421662,37.5639155,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동2115,서울특별시 서대문구 신촌동501-25,126.9421662,37.5639155,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3017,서울특별시 서대문구 신촌동501-28,126.9421662,37.5639155,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3016,서울특별시 서대문구 신촌동501-7,126.9421662,37.5639155,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3026,서울특별시 서대문구 신촌동502-26,126.9421662,37.5639155,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동9941,서울특별시 서대문구 신촌동502-8,126.9421662,37.5639155,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동2118,서울특별시 서대문구 신촌동503-17,126.9421662,37.5639155,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동2117,서울특별시 서대문구 신촌동503-19,126.9421662,37.5639155,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동2431,서울특별시 서대문구 신촌동503-20,126.9421662,37.5639155,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동2069,서울특별시 서대문구 신촌동506-1,126.9421662,37.5639155,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동2098,서울특별시 서대문구 신촌동506-26,126.9421662,37.5639155,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동2502,서울특별시 서대문구 신촌동508-2,126.9421662,37.5639155,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동2103,서울특별시 서대문구 신촌동510-10,126.9421662,37.5639155,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동2104,서울특별시 서대문구 신촌동510-12,126.9421662,37.5639155,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동7128,서울특별시 서대문구 신촌동52-19,126.943769,37.5698496,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동7129,서울특별시 서대문구 신촌동52-19,126.943769,37.5698496,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동7129공용,서울특별시 서대문구 신촌동52-19,126.943769,37.5698496,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3115,서울특별시 서대문구 신촌동52-22,126.9439258,37.5699682,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3104,서울특별시 서대문구 창천동52-35,126.9357298,37.5588479,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동7126,서울특별시 서대문구 신촌동52-36,126.944024,37.5694284,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동7127,서울특별시 서대문구 신촌동52-39,126.9438731,37.5696884,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동4313,서울특별시 서대문구 신촌동52-62,126.9437012,37.56984,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동4011,서울특별시 서대문구 신촌동52-74,126.9437012,37.56984,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3080,서울특별시 서대문구 신촌동52-76,126.9437012,37.56984,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동9918,서울특별시 서대문구 대현동137-2,126.9437245,37.5593702,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3070,서울특별시 서대문구 창천동67-69,126.9329517,37.5576244,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3571,서울특별시 서대문구 신촌동53-38,126.9437012,37.56984,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3071,서울특별시 서대문구 신촌동53-37,126.9437012,37.56984,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3072,서울특별시 서대문구 신촌동53-30,126.9437012,37.56984,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3067,서울특별시 서대문구 신촌동53-38,126.9437012,37.56984,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동9981,서울특별시 서대문구 신촌동53-23,126.9437012,37.56984,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3064,서울특별시 서대문구 신촌동53-38,126.9437012,37.56984,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3073,서울특별시 서대문구 신촌동53-26,126.9437012,37.56984,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3074,서울특별시 서대문구 신촌동53-51,126.9437012,37.56984,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3075,서울특별시 서대문구 신촌동53-15,126.9437012,37.56984,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동10208,서울특별시 서대문구 신촌동53-73,126.9437012,37.56984,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동5018,서울특별시 서대문구 신촌동5-58,126.9482625,37.567475,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동10089,서울특별시 서대문구 신촌동56-110,126.9437012,37.56984,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동6010,서울특별시 서대문구 대현동56-129,126.9451924,37.5588157,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동6029,서울특별시 서대문구 신촌동56-25,126.9437012,37.56984,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동6027,서울특별시 서대문구 신촌동56-79,126.9437012,37.56984,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3054,서울특별시 서대문구 신촌동57-18,126.9437012,37.56984,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동공원1,서울특별시 서대문구 신촌동57-18,126.9437012,37.56984,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동공원2,서울특별시 서대문구 신촌동57-18,126.9437012,37.56984,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동9982,서울특별시 서대문구 신촌동57-36,126.9437012,37.56984,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동4007,서울특별시 서대문구 신촌동57-39,126.9437012,37.56984,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동4009,서울특별시 서대문구 신촌동57-41,126.9437012,37.56984,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동5010,서울특별시 서대문구 신촌동5-76,126.9482625,37.567475,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동5009,서울특별시 서대문구 신촌동5-77,126.9482625,37.567475,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동5014,서울특별시 서대문구 창천동5-85,126.9393735,37.5581058,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동6356,서울특별시 서대문구 신촌동60-51,126.9437012,37.56984,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3058,서울특별시 서대문구 신촌동62-18,126.9437012,37.56984,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동6078,서울특별시 서대문구 신촌동62-26,126.9437012,37.56984,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동6081,서울특별시 서대문구 신촌동62-37,126.9437012,37.56984,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3069,서울특별시 서대문구 신촌동62-50,126.9437012,37.56984,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1106,서울특별시 서대문구 신촌동67-14,126.9437012,37.56984,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1098,서울특별시 서대문구 신촌동67-42,126.9437012,37.56984,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1091,서울특별시 서대문구 신촌동67-43,126.9437012,37.56984,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3035,서울특별시 서대문구 신촌동72-22,126.9437012,37.56984,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3041,서울특별시 서대문구 신촌동72-22,126.9437012,37.56984,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3040,서울특별시 서대문구 신촌동72-22,126.9437012,37.56984,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3033,서울특별시 서대문구 신촌동72-23,126.9437012,37.56984,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3034,서울특별시 서대문구 신촌동72-28,126.9437012,37.56984,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동10108,서울특별시 서대문구 신촌동78-17,126.9419424,37.5597327,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동10109,서울특별시 서대문구 신촌동78-17,126.9419424,37.5597327,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동10110,서울특별시 서대문구 신촌동78-17,126.9419424,37.5597327,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동10111,서울특별시 서대문구 신촌동78-17,126.9419424,37.5597327,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동10112,서울특별시 서대문구 신촌동78-17,126.9419424,37.5597327,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동10113,서울특별시 서대문구 신촌동78-17,126.9419424,37.5597327,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동10114,서울특별시 서대문구 신촌동78-17,126.9419424,37.5597327,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동10107,서울특별시 서대문구 신촌동78-17,126.9419424,37.5597327,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동10100,서울특별시 서대문구 신촌동78-17,126.9419424,37.5597327,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1-4,서울특별시 서대문구 신촌동78-17,126.9419424,37.5597327,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동10102,서울특별시 서대문구 신촌동78-17,126.9419424,37.5597327,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동10103,서울특별시 서대문구 신촌동78-17,126.9419424,37.5597327,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동10104,서울특별시 서대문구 신촌동78-17,126.9419424,37.5597327,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동10105,서울특별시 서대문구 신촌동78-17,126.9419424,37.5597327,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동10107-1,서울특별시 서대문구 신촌동78-17,126.9419424,37.5597327,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동10099,서울특별시 서대문구 신촌동78-17,126.9419424,37.5597327,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동10106,서울특별시 서대문구 신촌동78-17,126.9419424,37.5597327,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동3098,서울특별시 서대문구 신촌동78-23,126.9419424,37.5597327,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1136,서울특별시 서대문구 신촌동84-88,126.9416084,37.5601442,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1136-1,서울특별시 서대문구 신촌동84-88,126.9416084,37.5601442,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1136-2,서울특별시 서대문구 신촌동84-88,126.9416084,37.5601442,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1136-3,서울특별시 서대문구 신촌동84-88,126.9416084,37.5601442,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1136-4,서울특별시 서대문구 신촌동84-88,126.9416084,37.5601442,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1136-5,서울특별시 서대문구 신촌동84-88,126.9416084,37.5601442,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1136-6,서울특별시 서대문구 신촌동84-88,126.9416084,37.5601442,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1136-7,서울특별시 서대문구 신촌동84-88,126.9416084,37.5601442,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1136-8,서울특별시 서대문구 신촌동84-88,126.9416084,37.5601442,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1136-9,서울특별시 서대문구 신촌동84-88,126.9416084,37.5601442,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1136-10,서울특별시 서대문구 신촌동84-88,126.9416084,37.5601442,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1136-11,서울특별시 서대문구 신촌동84-88,126.9416084,37.5601442,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1136-12,서울특별시 서대문구 신촌동84-88,126.9416084,37.5601442,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1136-13,서울특별시 서대문구 신촌동84-88,126.9416084,37.5601442,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1136-14,서울특별시 서대문구 신촌동84-88,126.9416084,37.5601442,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1029,서울특별시 서대문구 신촌동89-27,126.9409417,37.5600661,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1026,서울특별시 서대문구 신촌동89-27,126.9409417,37.5600661,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1031,서울특별시 서대문구 신촌동89-32,126.9409417,37.5600661,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1024,서울특별시 서대문구 신촌동89-36,126.9409417,37.5600661,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1025,서울특별시 서대문구 신촌동89-40,126.9409417,37.5600661,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1034,서울특별시 서대문구 신촌동89-41,126.9409417,37.5600661,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동6040,서울특별시 서대문구 신촌동90-15,126.9409417,37.5600661,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1060,서울특별시 서대문구 신촌동90-36,126.9409417,37.5600661,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동6046,서울특별시 서대문구 신촌동90-58,126.9409417,37.5600661,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동4023,서울특별시 서대문구 창천동9-34,126.9401041,37.5592657,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동8907,서울특별시 서대문구 신촌동9-34,126.9482625,37.567475,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1003,서울특별시 서대문구 신촌동97-112,126.9410876,37.5601485,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1004,서울특별시 서대문구 신촌동97-186,126.9410876,37.5601485,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동1001,서울특별시 서대문구 신촌동97-82,126.9410876,37.5601485,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동8823,서울특별시 서대문구 신촌동산8-1,126.9442285,37.5701781,통신주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동7109,서울특별시 서대문구 신촌동 산3-1,126.9489857,37.5691754,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동7110,서울특별시 서대문구 봉원동30-8,126.9475239,37.5708923,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동9108,서울특별시 서대문구 신촌동산3-20,126.9489857,37.5691754,건축물,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동10203,서울특별시 서대문구 신촌동산34-18,126.9404019,37.5646115,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동7058,서울특별시 서대문구 신촌동산8-1,126.9442285,37.5701781,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동10044,서울특별시 서대문구 신촌동산8-1,126.9442285,37.5701781,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동7060,서울특별시 서대문구 신촌동산8-5,126.94475,37.5693178,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동9928,서울특별시 서대문구 신촌동473,126.9421662,37.5639155,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동8367,서울특별시 서대문구 신촌동34-6,126.9475601,37.5667118,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동8067,서울특별시 서대문구 신촌동2-202,126.9475903,37.5669734,전용주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
신촌동8061,서울특별시 서대문구 신촌동2-66,126.9481743,37.567303,한전주,02-330-1562~3,서울특별시 서대문구청,2025-01-01
