"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
02-02-18,1,서울특별시 도봉구 쌍문제2동 710-8,서울특별시 도봉구 쌍문제2동 710-8,127.038859,37.661382,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-01-18,1,서울특별시 도봉구 도봉로137길 47,서울특별시 도봉구 쌍문제2동 709-29,127.039884,37.6612,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-11-18,1,서울특별시 도봉구 해등로 157,서울특별시 도봉구 쌍문제2동 639-9,127.038621,37.656702,2007-01-20,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-14-19,1,서울특별시 도봉구 도봉로127길 31-19,서울특별시 도봉구 쌍문제2동 81-336,127.035346,37.653448,2015-11-24,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-09-19,1,서울특별시 도봉구 쌍문제2동 43-4,서울특별시 도봉구 쌍문제2동 43-4,127.038027,37.657684,2017-02-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-04-19,1,서울특별시 도봉구 방학로7길 62,서울특별시 도봉구 쌍문제2동 26-88,127.036141,37.659694,2007-03-17,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-08-19,1,서울특별시 도봉구 쌍문제2동 36-18,서울특별시 도봉구 쌍문제2동 36-18,127.039043,37.658874,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-15-19,1,서울특별시 도봉구 쌍문제2동 81-342,서울특별시 도봉구 쌍문제2동 81-342,127.033433,37.653365,2007-03-27,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-17-19,1,서울특별시 도봉구 쌍문제2동 81-177,서울특별시 도봉구 쌍문제2동 81-177,127.035634,37.651711,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-13-19,1,서울특별시 도봉구 도봉로127길 10,서울특별시 도봉구 쌍문제2동 698,127.037634,37.65427,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-01-19,1,서울특별시 도봉구 쌍문제2동 709-32,서울특별시 도봉구 쌍문제2동 709-32,127.039881,37.661026,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-20-19,1,서울특별시 도봉구 도봉로127길 15,서울특별시 도봉구 쌍문제2동 683,127.036926,37.654688,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-03-19,1,서울특별시 도봉구 쌍문제2동 712,서울특별시 도봉구 쌍문제2동 712,127.03856,37.660618,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-02-19,1,서울특별시 도봉구 쌍문제2동 710-26,서울특별시 도봉구 쌍문제2동 710-26,127.03913,37.661191,2007-04-27,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-11-19,1,서울특별시 도봉구 쌍문제2동 639,서울특별시 도봉구 쌍문제2동 639,127.038343,37.65694,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-05-19,1,서울특별시 도봉구 쌍문제2동 26-98,서울특별시 도봉구 쌍문제2동 26-98,127.036968,37.660135,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-04-20,1,서울특별시 도봉구 도당로 22,서울특별시 도봉구 쌍문제2동 대웅APT월편,127.035052,37.66042,2012-12-07,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-09-20,1,서울특별시 도봉구 쌍문제2동 619,서울특별시 도봉구 쌍문제2동 619,127.038403,37.657567,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-17-20,1,서울특별시 도봉구 쌍문제2동 81-411,서울특별시 도봉구 쌍문제2동 81-411,127.035572,37.65162,2007-06-13,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-05-20,1,서울특별시 도봉구 쌍문제2동 27-5,서울특별시 도봉구 쌍문제2동 27-5,127.037287,37.660271,2008-01-01,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-13-20,1,서울특별시 도봉구 도봉로125길 40,서울특별시 도봉구 쌍문제2동 684,127.036977,37.654171,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-19-09,1,서울특별시 도봉구 도봉제1동 536,서울특별시 도봉구 도봉제1동 536,127.023508,37.675071,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-03-09,1,서울특별시 도봉구 도봉산4길3-14,서울특별시 도봉구 도봉제1동 282-296,127.041154,37.687434,2013-07-29,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-20-09,1,서울특별시 도봉구 도봉제1동 산98-9,서울특별시 도봉구 도봉제1동 산98-9,127.042692,37.676718,2008-01-01,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-07-09,1,서울특별시 도봉구 도봉로 883-5,서울특별시 도봉구 도봉제1동 562-31,127.045721,37.683287,2012-11-28,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-05-09,2,서울특별시 도봉구 도봉제1동 558-35,서울특별시 도봉구 도봉제1동 558-35,127.045019,37.686183,2007-09-08,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-22-09,1,서울특별시 도봉구 도봉제1동 602-17,서울특별시 도봉구 도봉제1동 602-17,127.042961,37.674908,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-10-09,1,서울특별시 도봉구 도봉로175길 16,서울특별시 도봉구 도봉제1동 198-2,127.042223,37.682776,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-06-09,1,서울특별시 도봉구 도봉로183길 12,서울특별시 도봉구 도봉제1동 569-30,127.045126,37.684877,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-21-09,1,서울특별시 도봉구 도봉로163길 7-6,서울특별시 도봉구 도봉제1동 601-2,127.044038,37.675945,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-15-09,2,서울특별시 도봉구 도봉로167길 64,서울특별시 도봉구 도봉제1동 593-27,127.041466,37.677964,2006-12-07,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-23-09,1,서울특별시 도봉구 도봉제1동 605-15,서울특별시 도봉구 도봉제1동 605-15,127.042212,37.673363,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-27-09,1,서울특별시 도봉구 도봉동 617-15,서울특별시 도봉구 도봉제1동 617-15,127.043665,37.672825,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-05-10,1,서울특별시 도봉구 도봉제1동 558-27,서울특별시 도봉구 도봉제1동 558-27,127.044819,37.686172,2007-04-20,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-12-10,1,서울특별시 도봉구 도봉로177가길 9-14,서울특별시 도봉구 도봉제1동 583-12,127.044337,37.680932,2006-05-16,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-01-10,1,서울특별시 도봉구 도봉제1동 352-2,서울특별시 도봉구 도봉제1동 352-2,127.041669,37.691199,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-27-10,1,서울특별시 도봉구 도당로31길 86,서울특별시 도봉구 도봉제1동 620-2,127.043067,37.671088,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-18-10,1,서울특별시 도봉구 도봉로173가길 9,서울특별시 도봉구 도봉제1동 591-2,127.040334,37.67955,2006-11-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-23-10,1,서울특별시 도봉구 도봉로157길 36,서울특별시 도봉구 도봉제1동 605-14,127.042189,37.673522,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-03-10,1,서울특별시 도봉구 도봉로181길 86-4,서울특별시 도봉구 도봉제1동 572-1,127.041811,37.68573,2014-12-31,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-19-10,1,서울특별시 도봉구 도봉제1동 536,서울특별시 도봉구 도봉제1동 536,127.024363,37.675357,2008-01-01,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-22-10,1,서울특별시 도봉구 시루봉로23길 116,서울특별시 도봉구 도봉제1동 602-13,127.043199,37.675134,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-21-10,1,서울특별시 도봉구 도봉로 795-19,서울특별시 도봉구 도봉제1동 601-13,127.044083,37.675549,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-16-10,1,서울특별시 도봉구 도봉로175길 61,서울특별시 도봉구 도봉제1동 산68-45,127.042488,37.68136,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-17-10,1,서울특별시 도봉구 도봉로171길 18,서울특별시 도봉구 도봉제1동 587-22,127.042694,37.679534,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-02-10,1,서울특별시 도봉구 도봉산역 횡단보도앞,서울특별시 도봉구 도봉제1동 299,127.045412,37.688853,2016-12-02,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-08-10,1,서울특별시 도봉구 도봉제1동 566-20,서울특별시 도봉구 도봉제1동 566-20,127.043919,37.683553,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-28-10,2,서울특별시 도봉구 도당로29길 77,서울특별시 도봉구 도봉제1동 612-44,127.042297,37.670645,2007-04-14,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-20-10,1,서울특별시 도봉구 도봉제1동 598-7,서울특별시 도봉구 도봉제1동 598-7,127.042656,37.677044,2008-01-01,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-09-10,1,서울특별시 도봉구 도봉제1동 573-3,서울특별시 도봉구 도봉제1동 573-3,127.041965,37.684701,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-24-10,2,서울특별시 도봉구 도봉제1동 616-13,서울특별시 도봉구 도봉제1동 616-13,127.043534,37.673272,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-07-10,1,서울특별시 도봉구 도봉제1동 561-7,서울특별시 도봉구 도봉제1동 561-7,127.045399,37.684175,2006-09-15,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-25-10,1,서울특별시 도봉구 도봉제1동 451-4,서울특별시 도봉구 도봉제1동 451-4,127.038972,37.672287,2008-01-01,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-15-10,1,서울특별시 도봉구 도봉제1동 593-25,서울특별시 도봉구 도봉제1동 593-25,127.041493,37.678222,2006-04-08,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
14-26-10,2,서울특별시 도봉구 도봉제1동 614-29,서울특별시 도봉구 도봉제1동 614-29,127.042586,37.672177,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
03-09-37,1,서울특별시 도봉구 노해로60가길7,서울특별시 도봉구 쌍문제3동 100-1,127.03248,37.647434,2013-03-18,통신주,02-2091-4083,서울특별시 도봉구청,2017-05-17
03-19-37,1,서울특별시 도봉구 쌍문제3동 88-95,서울특별시 도봉구 쌍문제3동 88-95,127.034271,37.649023,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
03-19-38,1,서울특별시 도봉구 쌍문제3동 98-69,서울특별시 도봉구 쌍문제3동 98-69,127.032082,37.648287,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
03-09-38,1,서울특별시 도봉구 도봉로109길 18,서울특별시 도봉구 쌍문제3동 123-10,127.031206,37.647841,2016-05-16,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
03-19-39,1,서울특별시 도봉구 쌍문제3동 88-26,서울특별시 도봉구 쌍문제3동 88-26,127.03414,37.64954,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
03-19-41,1,서울특별시 도봉구 도봉로117길 5-13,서울특별시 도봉구 쌍문제3동 88-99,127.034209,37.648829,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
03-19-42,1,서울특별시 도봉구 쌍문제3동 94-47,서울특별시 도봉구 쌍문제3동 94-47,127.032437,37.648532,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
03-19-43,1,서울특별시 도봉구 쌍문제3동 88-39,서울특별시 도봉구 쌍문제3동 88-39,127.033447,37.648128,2007-04-15,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
03-19-44,1,서울특별시 도봉구 쌍문제3동 88-81,서울특별시 도봉구 쌍문제3동 88-81,127.033683,37.648603,2007-04-15,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
03-19-45,1,서울특별시 도봉구 쌍문제3동 94-16,서울특별시 도봉구 쌍문제3동 94-16,127.032677,37.648846,2007-04-16,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
03-19-46,1,서울특별시 도봉구 도봉로117길5-6,서울특별시 도봉구 쌍문제3동 88-82,127.034391,37.649216,2012-05-23,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
04-22-01,1,서울특별시 도봉구 쌍문제4동 59-12,서울특별시 도봉구 쌍문제4동 59-12,127.031116,37.655494,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
04-01-01,1,서울특별시 도봉구 노해로57길 7,서울특별시 도봉구 쌍문제4동 137-40,127.033213,37.651451,2006-10-17,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
04-23-01,1,서울특별시 도봉구 쌍문제4동 59-9,서울특별시 도봉구 쌍문제4동 59-9,127.028303,37.655332,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
04-16-01,1,서울특별시 도봉구 쌍문제4동 118-2,서울특별시 도봉구 쌍문제4동 118-2,127.030427,37.655861,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
04-04-01,1,서울특별시 도봉구 쌍문제4동 137-192,서울특별시 도봉구 쌍문제4동 137-192,127.030999,37.651554,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
04-17-01,1,서울특별시 도봉구 쌍문제4동 248-2,서울특별시 도봉구 쌍문제4동 248-2,127.028253,37.658705,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
04-06-01,1,서울특별시 도봉구 쌍문제4동 159-11,서울특별시 도봉구 쌍문제4동 159-11,127.033259,37.655483,2006-05-19,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
04-07-01,2,서울특별시 도봉구 시루봉로2길 80,서울특별시 도봉구 쌍문제4동 159-20,127.032705,37.655487,2007-01-19,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
04-02-01,1,서울특별시 도봉구 쌍문제4동 137-132,서울특별시 도봉구 쌍문제4동 137-132,127.031216,37.651635,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
04-18-01,1,서울특별시 도봉구 쌍문제4동 53,서울특별시 도봉구 쌍문제4동 53,127.029709,37.658417,2010-04-05,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
04-20-01,1,서울특별시 도봉구 쌍문제4동 239-3,서울특별시 도봉구 쌍문제4동 239-3,127.029851,37.657306,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
04-21-01,1,서울특별시 도봉구 시루봉로 62-7,서울특별시 도봉구 쌍문제4동 59-7,127.028229,37.656399,2007-02-28,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
04-03-01,1,서울특별시 도봉구 노해로53길 15,서울특별시 도봉구 쌍문제4동 137-246,127.030992,37.651731,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
04-22-02,1,서울특별시 도봉구 쌍문제4동 159-4,서울특별시 도봉구 쌍문제4동 159-4,127.030711,37.655443,2013-06-04,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
04-03-02,1,서울특별시 도봉구 쌍문제4동 137-146,서울특별시 도봉구 쌍문제4동 137-146,127.03065,37.651879,2006-03-22,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
04-21-02,1,서울특별시 도봉구 시루봉로62-7,서울특별시 도봉구 쌍문제4동 쌍문4동 주민센터,127.028308,37.656507,2012-09-12,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
04-17-02,1,서울특별시 도봉구 쌍문제4동 245-2,서울특별시 도봉구 쌍문제4동 245-2,127.0286,37.658891,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
04-07-02,1,서울특별시 도봉구 시루봉로2길 80,서울특별시 도봉구 쌍문제4동 158-11,127.032274,37.655524,2007-01-19,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
04-04-02,2,서울특별시 도봉구 쌍문제4동 137-208,서울특별시 도봉구 쌍문제4동 137-208,127.030644,37.651532,2006-03-31,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
04-01-02,1,서울특별시 도봉구 쌍문제4동 137-63,서울특별시 도봉구 쌍문제4동 137-63,127.033042,37.651575,2008-01-01,통신주,02-2091-4083,서울특별시 도봉구청,2017-05-17
04-06-02,1,서울특별시 도봉구 쌍문제4동 158-1,서울특별시 도봉구 쌍문제4동 158-1,127.033599,37.655471,2006-05-19,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
04-23-02,1,서울특별시 도봉구 시루봉로2길,서울특별시 도봉구 쌍문제4동 산67-4,127.028637,37.655335,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
04-02-02,1,서울특별시 도봉구 노해로53길 20,서울특별시 도봉구 쌍문제4동 137-135,127.031038,37.651947,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-05-30,1,서울특별시 도봉구 노해로41길 55,서울특별시 도봉구 쌍문제1동 294-12,127.024272,37.650165,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-08-30,1,서울특별시 도봉구 쌍문제1동 449-2,서울특별시 도봉구 쌍문제1동 449-2,127.022843,37.649786,2008-01-01,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-23-30,1,서울특별시 도봉구 해등로 339-7,서울특별시 도봉구 쌍문제1동 524-54,127.018642,37.656905,2008-03-04,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-25-30,1,서울특별시 도봉구 쌍문제1동 531-58,서울특별시 도봉구 쌍문제1동 531-58,127.015602,37.658678,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-09-30,1,서울특별시 도봉구 우이천로38길46,서울특별시 도봉구 쌍문제1동 460-115,127.023388,37.651336,2012-03-22,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-03-30,1,서울특별시 도봉구 쌍문제1동 273-50,서울특별시 도봉구 쌍문제1동 273-50,127.026584,37.652074,2008-01-01,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-21-30,1,서울특별시 도봉구 쌍문제1동 480-28,서울특별시 도봉구 쌍문제1동 480-28,127.017492,37.654662,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-19-31,1,서울특별시 도봉구 우이천로45길 10,서울특별시 도봉구 쌍문제1동 498-70,127.015377,37.654437,2007-09-22,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-25-31,1,서울특별시 도봉구 쌍문제1동 531-18,서울특별시 도봉구 쌍문제1동 531-18,127.015837,37.658519,2006-09-16,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-09-31,1,서울특별시 도봉구 쌍문제1동 286-52,서울특별시 도봉구 쌍문제1동 286-52,127.024359,37.650796,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-14-31,1,서울특별시 도봉구 쌍문제1동 460-158,서울특별시 도봉구 쌍문제1동 460-158,127.021622,37.652694,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-15-31,1,서울특별시 도봉구 쌍문제1동 478-76,서울특별시 도봉구 쌍문제1동 478-76,127.018315,37.654594,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-21-31,1,서울특별시 도봉구 쌍문제1동 480-17,서울특별시 도봉구 쌍문제1동 480-17,127.017721,37.654742,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-07-31,1,서울특별시 도봉구 쌍문제1동 414-51,서울특별시 도봉구 쌍문제1동 414-51,127.019619,37.649209,2007-12-29,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-08-31,1,서울특별시 도봉구 쌍문제1동 415,서울특별시 도봉구 쌍문제1동 415,127.022918,37.649517,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-24-31,1,서울특별시 도봉구 삼양로 617,서울특별시 도봉구 쌍문제1동 508-24,127.014381,37.65696,2007-02-09,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-04-31,1,서울특별시 도봉구 쌍문제1동 349-28,서울특별시 도봉구 쌍문제1동 349-28,127.025715,37.647758,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-12-31,1,서울특별시 도봉구 쌍문제1동 460-136,서울특별시 도봉구 쌍문제1동 460-136,127.023545,37.651732,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-05-31,1,서울특별시 도봉구 쌍문제1동 291-8,서울특별시 도봉구 쌍문제1동 291-8,127.025028,37.650138,2007-02-15,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-20-31,1,서울특별시 도봉구 쌍문제1동 520-26,서울특별시 도봉구 쌍문제1동 520-26,127.015909,37.655903,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-23-31,1,서울특별시 도봉구 쌍문제1동 524-56,서울특별시 도봉구 쌍문제1동 524-56,127.018828,37.656951,2008-03-04,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-07-32,1,서울특별시 도봉구 노해로37길 120,서울특별시 도봉구 쌍문제1동 414-302,127.019648,37.649066,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-09-32,1,서울특별시 도봉구 쌍문제1동 294-14,서울특별시 도봉구 쌍문제1동 294-14,127.024419,37.650579,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-15-32,1,서울특별시 도봉구 우이천로42길 39-4,서울특별시 도봉구 쌍문제1동 478-65,127.018551,37.654544,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-21-32,1,서울특별시 도봉구 쌍문제1동 480-1,서울특별시 도봉구 쌍문제1동 480-1,127.017921,37.654802,2007-06-15,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-24-32,2,서울특별시 도봉구 삼양로 606-9,서울특별시 도봉구 쌍문제1동 508-29,127.014324,37.65677,2007-02-09,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-05-32,1,서울특별시 도봉구 우이천로32길 57,서울특별시 도봉구 쌍문제1동 285-14,127.025107,37.650363,2007-09-21,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-08-32,1,서울특별시 도봉구 쌍문제1동 416-12,서울특별시 도봉구 쌍문제1동 416-12,127.023064,37.649344,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-04-32,1,서울특별시 도봉구 쌍문제1동 355-2,서울특별시 도봉구 쌍문제1동 355-2,127.026017,37.64884,2007-10-09,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-25-32,1,서울특별시 도봉구 쌍문제1동 531-17,서울특별시 도봉구 쌍문제1동 531-17,127.015796,37.658323,2008-01-01,전용주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-12-32,1,서울특별시 도봉구 쌍문제1동 460-19,서울특별시 도봉구 쌍문제1동 460-19,127.023784,37.651535,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-20-32,1,서울특별시 도봉구 쌍문제1동 484-22,서울특별시 도봉구 쌍문제1동 484-22,127.016313,37.654905,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-23-32,2,서울특별시 도봉구 쌍문제1동 524-57,서울특별시 도봉구 쌍문제1동 524-57,127.019057,37.656767,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
01-19-33,1,서울특별시 도봉구 우이천로45길 2-6,서울특별시 도봉구 쌍문제1동 495-64,127.015797,37.654635,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-01-20,2,서울특별시 도봉구 도봉로137길 38,서울특별시 도봉구 쌍문제2동 714,127.039869,37.660846,2006-06-09,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-20-20,1,서울특별시 도봉구 쌍문제2동 75-65,서울특별시 도봉구 쌍문제2동 75-65,127.036366,37.654282,2008-04-08,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-11-20,1,서울특별시 도봉구 쌍문제2동 644,서울특별시 도봉구 쌍문제2동 644,127.038236,37.656558,2006-06-15,독립주,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-08-20,1,서울특별시 도봉구 도봉로135길 24,서울특별시 도봉구 쌍문제2동 713-45,127.039307,37.658996,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-14-20,1,서울특별시 도봉구 노해로59길 65,서울특별시 도봉구 쌍문제2동 75-39,127.036258,37.654171,2017-02-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-02-20,1,서울특별시 도봉구 도봉로139길 50-12,서울특별시 도봉구 쌍문제2동 710-30,127.038794,37.661045,2007-11-22,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-01-21,1,서울특별시 도봉구 도봉로141길 17,서울특별시 도봉구 쌍문제2동 714-12,127.040947,37.661666,2008-02-11,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-20-21,1,서울특별시 도봉구 쌍문제2동 75-13,서울특별시 도봉구 쌍문제2동 75-13,127.036264,37.654478,2007-11-30,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-14-21,1,서울특별시 도봉구 도봉로127길 43-22,서울특별시 도봉구 쌍문제2동 75-102,127.034801,37.654081,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-13-21,1,서울특별시 도봉구 쌍문제2동 684,서울특별시 도봉구 쌍문제2동 684,127.03694,37.654538,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-05-21,1,서울특별시 도봉구 쌍문제2동 26-8,서울특별시 도봉구 쌍문제2동 26-8,127.037082,37.660387,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-09-21,1,서울특별시 도봉구 쌍문제2동 43-1,서울특별시 도봉구 쌍문제2동 43-1,127.037826,37.657746,2006-02-16,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-11-21,1,서울특별시 도봉구 쌍문제2동 641,서울특별시 도봉구 쌍문제2동 641,127.037944,37.656702,2008-01-01,한전주,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-02-21,1,서울특별시 도봉구 쌍문제2동 710-33,서울특별시 도봉구 쌍문제2동 710-33,127.038827,37.660738,2008-01-01,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
02-17-21,1,서울특별시 도봉구 쌍문제2동 81-171,서울특별시 도봉구 쌍문제2동 81-171,127.035856,37.651568,2007-08-24,벽부등,02-2091-4083,서울특별시 도봉구청,2017-05-17
