연번,행정동,도로명주소,지번주소,위도,경도
1313,내곡동,서울특별시 서초구 내곡동207,서울특별시 서초구 내곡동 1-2341,37.4556864,127.0641424
1314,내곡동,서울특별시 서초구 내곡동208,서울특별시 서초구 내곡동 1-2341,37.45575456,127.0647858
1315,내곡동,서울특별시 서초구 내곡동209,서울특별시 서초구 내곡동 산 12-468,37.45575456,127.0647858
1316,내곡동,서울특별시 서초구 내곡동210,서울특별시 서초구 내곡동 산 12-468,37.45603342,127.0647258
1317,내곡동,서울특별시 서초구 내곡동211,서울특별시 서초구 내곡동 산 12-563,37.45603342,127.0647258
1318,내곡동,서울특별시 서초구 내곡동212,서울특별시 서초구 내곡동 산 12-563,37.4563319,127.064869
1319,내곡동,서울특별시 서초구 내곡동213,서울특별시 서초구 내곡동 산 12-563,37.45622503,127.0650286
1320,내곡동,서울특별시 서초구 내곡동214,서울특별시 서초구 내곡동 1-2348,37.45589167,127.0650328
1321,양재2동,서울특별시 서초구 강남대로8길 15-4,서울특별시 서초구 양재동 330,37.46823139,127.0418966
1322,내곡동,서울특별시 서초구 내곡동215,서울특별시 서초구 내곡동 1-2348,37.45628917,127.0651635
1323,내곡동,서울특별시 서초구 내곡동216,서울특별시 서초구 내곡동 1-1096,37.45647035,127.0652855
1324,내곡동,서울특별시 서초구 내곡동217,서울특별시 서초구 내곡동 산 12-561,37.45633734,127.0655585
1325,내곡동,서울특별시 서초구 내곡동218,서울특별시 서초구 내곡동 산 12-561,37.45637651,127.0659536
1326,내곡동,서울특별시 서초구 내곡동219,서울특별시 서초구 내곡동 1-1108,37.45735616,127.0656362
1327,내곡동,서울특별시 서초구 내곡동220,서울특별시 서초구 내곡동 산 12-803,37.45730959,127.0654447
1328,내곡동,서울특별시 서초구 내곡동221,서울특별시 서초구 내곡동 1-1183,37.45757872,127.0641527
1329,양재2동,서울특별시 서초구 강남대로8길 15-10,서울특별시 서초구 양재동 329-6,37.46846363,127.041645
1330,내곡동,서울특별시 서초구 내곡동233,서울특별시 서초구 내곡동 1-2362,37.45680979,127.0614948
1331,내곡동,서울특별시 서초구 내곡동234,서울특별시 서초구 내곡동 1-2426,37.45712145,127.0610275
1332,양재2동,서울특별시 서초구 강남대로8길 15-18,서울특별시 서초구 양재동 329-10,37.46874947,127.0413361
1333,내곡동,서울특별시 서초구 내곡동235,서울특별시 서초구 내곡동 1-2429,37.45844866,127.0613613
1334,내곡동,서울특별시 서초구 내곡동236,서울특별시 서초구 내곡동 1-2941,37.45828936,127.061725
1335,내곡동,서울특별시 서초구 내곡동237,서울특별시 서초구 내곡동 1-1121,37.45858497,127.0615065
1336,내곡동,서울특별시 서초구 내곡동238,서울특별시 서초구 내곡동 1-18,37.45885303,127.0612206
1337,내곡동,서울특별시 서초구 내곡동239,서울특별시 서초구 내곡동 산 12-707,37.45891031,127.0616268
1338,내곡동,서울특별시 서초구 내곡동240,서울특별시 서초구 내곡동 1-3035,37.45911023,127.0618391
1339,내곡동,서울특별시 서초구 내곡동241,서울특별시 서초구 내곡동 산 12-710,37.45926805,127.0624249
1340,내곡동,서울특별시 서초구 내곡동242,서울특별시 서초구 내곡동 1-3036,37.45895011,127.0621011
1341,내곡동,서울특별시 서초구 내곡동243,서울특별시 서초구 내곡동 1-3130,37.45861774,127.0622295
1342,내곡동,서울특별시 서초구 내곡동244,서울특별시 서초구 내곡동 1-3130,37.45898866,127.0624171
1343,양재2동,서울특별시 서초구 강남대로2-1,서울특별시 서초구 양재동 316-10,37.49655674,127.0281568
1344,양재2동,서울특별시 서초구 강남대로8길 16-16,서울특별시 서초구 양재동 350-4,37.46750564,127.0424033
1345,내곡동,서울특별시 서초구 내곡동245,서울특별시 서초구 내곡동 1-3129,37.45891062,127.0628024
1346,내곡동,서울특별시 서초구 내곡동246,서울특별시 서초구 내곡동 1-3129,37.45908797,127.0635801
1347,내곡동,서울특별시 서초구 내곡동247,서울특별시 서초구 내곡동 1-3130,37.45876675,127.0639797
1348,내곡동,서울특별시 서초구 내곡동248,서울특별시 서초구 내곡동 1-3129,37.4588854,127.0641704
1349,내곡동,서울특별시 서초구 내곡동249,서울특별시 서초구 내곡동 1-3130,37.45846463,127.066798
1350,내곡동,서울특별시 서초구 내곡동250,서울특별시 서초구 내곡동 1-3130,37.45903233,127.0656606
1351,내곡동,서울특별시 서초구 내곡동251,서울특별시 서초구 내곡동 1-3130,37.4594094,127.066628
1352,내곡동,서울특별시 서초구 내곡동252,서울특별시 서초구 내곡동 1-3130,37.4594541,127.0654406
1353,내곡동,서울특별시 서초구 내곡동253,서울특별시 서초구 내곡동 1-3129,37.45944232,127.0650903
1354,내곡동,서울특별시 서초구 내곡동254,서울특별시 서초구 내곡동 1-3129,37.45926025,127.0648552
1355,양재2동,서울특별시 서초구 강남대로8길 22,서울특별시 서초구 양재동 349-1,37.46817116,127.0422479
1356,내곡동,서울특별시 서초구 내곡동255,서울특별시 서초구 내곡동 1-1426,37.45937478,127.064526
1357,내곡동,서울특별시 서초구 내곡동256,서울특별시 서초구 내곡동 산 12-741,37.4593986,127.0641188
1358,내곡동,서울특별시 서초구 내곡동257,서울특별시 서초구 내곡동 1-3133,37.45969896,127.0644994
1359,내곡동,서울특별시 서초구 내곡동258,서울특별시 서초구 내곡동 산 12-741,37.45989288,127.0639544
1360,내곡동,서울특별시 서초구 내곡동259,서울특별시 서초구 내곡동 1-3131,37.4595589,127.0638794
1361,내곡동,서울특별시 서초구 내곡동260,서울특별시 서초구 내곡동 1-3131,37.4593935,127.0634746
1362,내곡동,서울특별시 서초구 내곡동261,서울특별시 서초구 내곡동 1-3131,37.4596365,127.0634376
1363,내곡동,서울특별시 서초구 내곡동262,서울특별시 서초구 내곡동 1-3128,37.45985255,127.0634123
1364,내곡동,서울특별시 서초구 내곡동263,서울특별시 서초구 내곡동 산 12-678,37.46014406,127.062674
1365,내곡동,서울특별시 서초구 내곡동264,서울특별시 서초구 내곡동 1-2940,37.46005867,127.0621324
1366,양재2동,서울특별시 서초구 강남대로8길 23-1,서울특별시 서초구 양재동 330-1,37.46833178,127.0420536
1367,내곡동,서울특별시 서초구 내곡동265,서울특별시 서초구 내곡동 1-1003,37.45988224,127.0626094
1368,내곡동,서울특별시 서초구 내곡동266,서울특별시 서초구 내곡동 1-1131,37.45972826,127.0625096
1369,내곡동,서울특별시 서초구 내곡동267,서울특별시 서초구 내곡동 1-581,37.45953816,127.0623989
1370,내곡동,서울특별시 서초구 내곡동268,서울특별시 서초구 내곡동 1-630,37.45945735,127.0624338
1371,내곡동,서울특별시 서초구 내곡동269,서울특별시 서초구 내곡동 1-630,37.4594517,127.0617218
1372,내곡동,서울특별시 서초구 내곡동270,서울특별시 서초구 내곡동 1-1131,37.45952244,127.0615514
1373,내곡동,서울특별시 서초구 내곡동271,서울특별시 서초구 내곡동 1-1131,37.45985884,127.0619315
1374,내곡동,서울특별시 서초구 내곡동272,서울특별시 서초구 내곡동 1-1131,37.45966668,127.0615609
1375,내곡동,서울특별시 서초구 내곡동273,서울특별시 서초구 내곡동 1-574,37.45971092,127.0614586
1376,내곡동,서울특별시 서초구 내곡동274,서울특별시 서초구 내곡동 1-1402,37.45987274,127.0614113
1377,양재2동,서울특별시 서초구 강남대로8길 23-1,서울특별시 서초구 양재동 330-1,37.46833178,127.0420536
1378,내곡동,서울특별시 서초구 내곡동275,서울특별시 서초구 내곡동 산 12-414,37.45987104,127.0611966
1379,내곡동,서울특별시 서초구 내곡동276,서울특별시 서초구 내곡동 산 12-414,37.46014097,127.061148
1380,내곡동,서울특별시 서초구 내곡동277,서울특별시 서초구 내곡동 산 12-414,37.46064534,127.0611191
1381,내곡동,서울특별시 서초구 내곡동278,서울특별시 서초구 내곡동 산 12-414,37.46091482,127.061014
1382,내곡동,서울특별시 서초구 내곡동279,서울특별시 서초구 내곡동 산 12-414,37.46109493,127.0610005
1383,내곡동,서울특별시 서초구 내곡동280,서울특별시 서초구 내곡동 산 12-414,37.46133936,127.0611444
1384,내곡동,서울특별시 서초구 내곡동281,서울특별시 서초구 내곡동 산 12-414,37.46079021,127.0612077
1385,내곡동,서울특별시 서초구 내곡동282,서울특별시 서초구 내곡동 1-1140,37.46022547,127.0615765
1386,내곡동,서울특별시 서초구 내곡동283,서울특별시 서초구 내곡동 산 12-414,37.46020095,127.0618933
1387,내곡동,서울특별시 서초구 내곡동284,서울특별시 서초구 내곡동 산 12-414,37.46038988,127.061857
1388,양재2동,서울특별시 서초구 강남대로8길 23-1,서울특별시 서초구 양재동 330-1,37.46833178,127.0420536
1389,양재2동,서울특별시 서초구 강남대로8길 23-5,서울특별시 서초구 양재동 329-5,37.46848367,127.0418934
1390,내곡동,서울특별시 서초구 내곡동296,서울특별시 서초구 내곡동 1-2556,37.4606416,127.0651998
1391,내곡동,서울특별시 서초구 내곡동297,서울특별시 서초구 내곡동 1-2556,37.46024276,127.0648995
1392,내곡동,서울특별시 서초구 내곡동298,서울특별시 서초구 내곡동 1-2556,37.46044419,127.065304
1393,내곡동,서울특별시 서초구 내곡동299,서울특별시 서초구 내곡동 산 12-587,37.46077077,127.0655825
1394,내곡동,서울특별시 서초구 내곡동300,서울특별시 서초구 내곡동 1-420,37.46127879,127.066017
1395,내곡동,서울특별시 서초구 내곡동301,서울특별시 서초구 내곡동 산 12-427,37.46147228,127.0665572
1396,내곡동,서울특별시 서초구 내곡동302,서울특별시 서초구 내곡동 산 12-427,37.46188895,127.0645513
1397,내곡동,서울특별시 서초구 내곡동303,서울특별시 서초구 내곡동 산 12-427,37.46187851,127.0643705
1398,내곡동,서울특별시 서초구 내곡동304,서울특별시 서초구 내곡동 산 12-427,37.46237948,127.0639121
1399,양재2동,서울특별시 서초구 강남대로8길 23-15,서울특별시 서초구 양재동 329-2,37.46875148,127.0415848
1400,내곡동,서울특별시 서초구 내곡동305,서울특별시 서초구 내곡동 산 12-427,37.46193684,127.0637707
1401,내곡동,서울특별시 서초구 내곡동306,서울특별시 서초구 내곡동 산 12-427,37.4618776,127.0631158
1402,내곡동,서울특별시 서초구 내곡동307,서울특별시 서초구 내곡동 산 12-427,37.46256922,127.0639776
1403,내곡동,서울특별시 서초구 내곡동308,서울특별시 서초구 내곡동 산 12-427,37.46292872,127.0638601
1404,내곡동,서울특별시 서초구 내곡동309,서울특별시 서초구 내곡동 산 12-427,37.46301703,127.0636329
1405,내곡동,서울특별시 서초구 내곡동310,서울특별시 서초구 내곡동 산 12-427,37.46334049,127.0635158
1406,내곡동,서울특별시 서초구 내곡동311,서울특별시 서초구 내곡동 산 12-427,37.46344272,127.0639102
1407,내곡동,서울특별시 서초구 내곡동312,서울특별시 서초구 내곡동 산 12-427,37.46313657,127.0639366
1408,내곡동,서울특별시 서초구 내곡동313,서울특별시 서초구 내곡동 산 12-427,37.46298743,127.0644472
1409,내곡동,서울특별시 서초구 내곡동314,서울특별시 서초구 내곡동 산 12-427,37.46354862,127.064768
1410,양재2동,서울특별시 서초구 강남대로8길 23-17,서울특별시 서초구 양재동 329-1,37.46884076,127.0414819
1411,내곡동,서울특별시 서초구 내곡동315,서울특별시 서초구 내곡동 산 12-427,37.46420643,127.0659128
1412,내곡동,서울특별시 서초구 내곡동316,서울특별시 서초구 내곡동 산 12-427,37.46363748,127.0657504
1413,내곡동,서울특별시 서초구 내곡동317,서울특별시 서초구 내곡동 산 12-427,37.46413051,127.0665694
1414,내곡동,서울특별시 서초구 내곡동318,서울특별시 서초구 내곡동 1-2512,37.46446664,127.0669157
1415,내곡동,서울특별시 서초구 내곡동319,서울특별시 서초구 내곡동 1-1035,37.46419804,127.0648504
1416,내곡동,서울특별시 서초구 내곡동320,서울특별시 서초구 내곡동 산 12-427,37.4643024,127.0643743
1417,내곡동,서울특별시 서초구 내곡동321,서울특별시 서초구 내곡동 산 12-427,37.46409972,127.0638116
1418,내곡동,서울특별시 서초구 내곡동322,서울특별시 서초구 내곡동 1-3047,37.46118865,127.0603211
1419,내곡동,서울특별시 서초구 내곡동323,서울특별시 서초구 내곡동 산 12-427,37.46110089,127.0606161
1420,내곡동,서울특별시 서초구 내곡동324,서울특별시 서초구 내곡동 산 12-427,37.46097484,127.0606289
1421,양재2동,서울특별시 서초구 강남대로8길 24-10,서울특별시 서초구 양재동 348-1,37.46792109,127.0425224
1422,내곡동,서울특별시 서초구 내곡동325,서울특별시 서초구 내곡동 산 12-427,37.46090926,127.0603132
1423,내곡동,서울특별시 서초구 내곡동326,서울특별시 서초구 내곡동 산 12-427,37.46070916,127.0600784
1424,내곡동,서울특별시 서초구 내곡동328,서울특별시 서초구 내곡동 1-507,37.46042175,127.060195
1425,내곡동,서울특별시 서초구 내곡동329,서울특별시 서초구 내곡동 1-507,37.46045048,127.0604094
1426,내곡동,서울특별시 서초구 내곡동330,서울특별시 서초구 내곡동 산 12-427,37.46048796,127.0605898
1427,내곡동,서울특별시 서초구 내곡동331,서울특별시 서초구 내곡동 1-2494,37.46048065,127.0608047
1428,내곡동,서울특별시 서초구 내곡동332,서울특별시 서초구 내곡동 1-3018,37.45999242,127.060596
1429,내곡동,서울특별시 서초구 내곡동333,서울특별시 서초구 내곡동 산 12-473,37.45796778,127.0598074
1430,내곡동,서울특별시 서초구 내곡동334,서울특별시 서초구 내곡동 산 12-473,37.45820813,127.0605731
1431,양재2동,서울특별시 서초구 강남대로8길 24-18,서울특별시 서초구 양재동 349-5,37.46762651,127.0428652
1432,내곡동,서울특별시 서초구 내곡동335,서울특별시 서초구 내곡동 산 12-473,37.45787603,127.0607355
1433,내곡동,서울특별시 서초구 내곡동336,서울특별시 서초구 내곡동 1-3115,37.45787603,127.0607355
1434,내곡동,서울특별시 서초구 내곡동337,서울특별시 서초구 내곡동 산 12-427,37.45742312,127.0604359
1435,내곡동,서울특별시 서초구 내곡동338,서울특별시 서초구 내곡동 1-3115,37.45739259,127.0599955
1436,내곡동,서울특별시 서초구 내곡동339,서울특별시 서초구 내곡동 산 12-675,37.45719877,127.0605518
1437,내곡동,서울특별시 서초구 내곡동340,서울특별시 서초구 내곡동 산 12-438,37.45701472,127.060068
1438,내곡동,서울특별시 서초구 내곡동341,서울특별시 서초구 내곡동 산 12-438,37.45692743,127.0592892
1439,내곡동,서울특별시 서초구 내곡동342,서울특별시 서초구 내곡동 산 12-438,37.45666082,127.059756
1440,내곡동,서울특별시 서초구 내곡동343,서울특별시 서초구 내곡동 31-28,37.45598806,127.0601374
1441,내곡동,서울특별시 서초구 내곡동344,서울특별시 서초구 내곡동 31-28,37.45596663,127.0597081
1442,양재2동,서울특별시 서초구 강남대로2-2,서울특별시 서초구 양재동 316-10,37.49655674,127.0281568
1443,양재2동,서울특별시 서초구 강남대로8길 25,서울특별시 서초구 양재동 331-7,37.46847749,127.0422439
1444,내곡동,서울특별시 서초구 내곡동345,서울특별시 서초구 내곡동 6-140,37.45596663,127.0597081
1445,내곡동,서울특별시 서초구 내곡동346,서울특별시 서초구 내곡동 6-140,37.45679085,127.0591101
1446,내곡동,서울특별시 서초구 내곡동347,서울특별시 서초구 내곡동 6-140,37.45682455,127.0588158
1447,내곡동,서울특별시 서초구 내곡동348,서울특별시 서초구 내곡동 1-1231,37.45646228,127.0585829
1448,내곡동,서울특별시 서초구 내곡동349,서울특별시 서초구 내곡동 1-2798,37.45609791,127.0592205
1449,내곡동,서울특별시 서초구 내곡동350,서울특별시 서초구 내곡동 1-3010,37.45590122,127.0594151
1450,내곡동,서울특별시 서초구 내곡동351,서울특별시 서초구 내곡동 1-1688,37.45545226,127.0596128
1451,내곡동,서울특별시 서초구 내곡동352,서울특별시 서초구 내곡동 산 13-335,37.45522223,127.0601469
1452,내곡동,서울특별시 서초구 내곡동353,서울특별시 서초구 내곡동 1-2070,37.45483086,127.0596545
1453,내곡동,서울특별시 서초구 내곡동354,서울특별시 서초구 내곡동 1-2069,37.45515042,127.0601817
1454,양재2동,서울특별시 서초구 강남대로8길 36,서울특별시 서초구 양재동 346,37.46846587,127.0430354
1455,내곡동,서울특별시 서초구 내곡동355,서울특별시 서초구 내곡동 1-2066,37.45496426,127.0605684
1456,내곡동,서울특별시 서초구 내곡동356,서울특별시 서초구 내곡동 1-2220,37.45448091,127.0598397
1457,내곡동,서울특별시 서초구 내곡동357,서울특별시 서초구 내곡동 산 12-460,37.45432838,127.0599208
1458,내곡동,서울특별시 서초구 내곡동358,서울특별시 서초구 내곡동 산 12-460,37.45401034,127.0595856
1459,내곡동,서울특별시 서초구 내곡동359,서울특별시 서초구 내곡동 1-2004,37.45396556,127.0596201
1460,내곡동,서울특별시 서초구 내곡동360,서울특별시 서초구 내곡동 1-2004,37.45398655,127.0599928
1461,내곡동,서울특별시 서초구 내곡동361,서울특별시 서초구 내곡동 산 13-272,37.45382697,127.0603226
1462,내곡동,서울특별시 서초구 내곡동362,서울특별시 서초구 내곡동 1-1946,37.45412474,127.0603754
1463,내곡동,서울특별시 서초구 내곡동363,서울특별시 서초구 내곡동 1-1945,37.45484812,127.0606941
1464,내곡동,서울특별시 서초구 내곡동364,서울특별시 서초구 내곡동 1-2166,37.45423878,127.06112
1465,양재2동,서울특별시 서초구 강남대로8길 36,서울특별시 서초구 양재동 346,37.46846587,127.0430354
1466,내곡동,서울특별시 서초구 내곡동365,서울특별시 서초구 내곡동 1-2173,37.45410032,127.0607035
1467,내곡동,서울특별시 서초구 내곡동366,서울특별시 서초구 내곡동 1-2155,37.45364624,127.0602571
1468,내곡동,서울특별시 서초구 내곡동367,서울특별시 서초구 내곡동 1-128,37.45367968,127.0599289
1469,내곡동,서울특별시 서초구 내곡동368,서울특별시 서초구 내곡동 산 13-259,37.45339172,127.0599777
1470,내곡동,서울특별시 서초구 내곡동369,서울특별시 서초구 내곡동 1-1,37.45366941,127.0597707
1471,내곡동,서울특별시 서초구 내곡동370,서울특별시 서초구 내곡동 1-92,37.45365896,127.05959
1472,내곡동,서울특별시 서초구 내곡동371,서울특별시 서초구 내곡동 1-113,37.45379348,127.0595092
1473,내곡동,서울특별시 서초구 내곡동372,서울특별시 서초구 내곡동 1-2204,37.4536387,127.0593077
1474,내곡동,서울특별시 서초구 내곡동373,서울특별시 서초구 내곡동 1-2294,37.45345877,127.0593439
1475,내곡동,서울특별시 서초구 내곡동374,서울특별시 서초구 내곡동 1-2627,37.4595422,127.0871197
1476,양재2동,서울특별시 서초구 강남대로8길 39-24,서울특별시 서초구 양재동 339-7,37.46946169,127.0436106
1477,내곡동,서울특별시 서초구 내곡동375,서울특별시 서초구 내곡동 1-1062,37.45576889,127.0688886
1478,내곡동,서울특별시 서초구 내곡동376,서울특별시 서초구 내곡동 1-1062,37.45663191,127.059519
1479,내곡동,서울특별시 서초구 내곡동377,서울특별시 서초구 내곡동 1-1062,37.45663191,127.059519
1480,내곡동,서울특별시 서초구 내곡동378,서울특별시 서초구 내곡동 1-2151,37.45668956,127.0599704
1481,내곡동,서울특별시 서초구 내곡동379,서울특별시 서초구 내곡동 1-147,37.45652307,127.0594299
1482,내곡동,서울특별시 서초구 내곡동380,서울특별시 서초구 내곡동 1-7,37.45640837,127.0597365
1483,내곡동,서울특별시 서초구 내곡동381,서울특별시 서초구 내곡동 1-155,37.45569141,127.0613618
1484,내곡동,서울특별시 서초구 내곡동382,서울특별시 서초구 내곡동 1-1932,37.45574148,127.0619941
1485,내곡동,서울특별시 서초구 내곡동383,서울특별시 서초구 내곡동 1-1201,37.45534585,127.0621008
1486,내곡동,서울특별시 서초구 내곡동384,서울특별시 서초구 내곡동 1-2128,37.45469164,127.0625498
1487,양재2동,서울특별시 서초구 강남대로8길 39-26,서울특별시 서초구 양재동 339-8,37.46953468,127.0437227
1488,내곡동,서울특별시 서초구 내곡동385,서울특별시 서초구 내곡동 산 12-577,37.45442754,127.0610611
1489,내곡동,서울특별시 서초구 내곡동386,서울특별시 서초구 내곡동 1-232,37.45426845,127.0603171
1490,내곡동,서울특별시 서초구 내곡동387,서울특별시 서초구 내곡동 195-11,37.4537587,127.0596679
1491,내곡동,서울특별시 서초구 내곡동388,서울특별시 서초구 내곡동 195-6,37.45347661,127.0593211
1492,내곡동,서울특별시 서초구 내곡동389,서울특별시 서초구 내곡동 184-26,37.45316759,127.0589858
1493,내곡동,서울특별시 서초구 내곡동390,서울특별시 서초구 내곡동 184-26,37.45319686,127.059268
1494,내곡동,서울특별시 서초구 내곡동391,서울특별시 서초구 내곡동 184-26,37.45346236,127.0597959
1495,내곡동,서울특별시 서초구 내곡동392,서울특별시 서초구 내곡동 184-26,37.45378067,127.060165
1496,내곡동,서울특별시 서초구 내곡동393,서울특별시 서초구 내곡동 184-26,37.45245987,127.0617751
1497,내곡동,서울특별시 서초구 내곡동394,서울특별시 서초구 내곡동 215-4,37.45427051,127.060577
1498,양재2동,서울특별시 서초구 강남대로8길 39-48,서울특별시 서초구 양재동 337-8,37.46925863,127.043014
1499,내곡동,서울특별시 서초구 내곡동395,서울특별시 서초구 내곡동 217-7,37.45411515,127.061438
1500,내곡동,서울특별시 서초구 내곡동396,서울특별시 서초구 내곡동 178-1,37.45432067,127.0612207
1501,내곡동,서울특별시 서초구 내곡동397,서울특별시 서초구 내곡동 208-6,37.45423151,127.0624764
1502,내곡동,서울특별시 서초구 내곡동398,서울특별시 서초구 내곡동 산 29-1,37.45537229,127.0631629
1503,내곡동,서울특별시 서초구 내곡동399,서울특별시 서초구 내곡동 산 29-1,37.45507863,127.06363
1504,내곡동,서울특별시 서초구 내곡동400,서울특별시 서초구 내곡동 산 29-1,37.45467847,127.0643019
1505,내곡동,서울특별시 서초구 내곡동401,서울특별시 서초구 내곡동 196-26,37.45464439,127.0645509
1506,내곡동,서울특별시 서초구 내곡동402,서울특별시 서초구 내곡동 229-1,37.45468222,127.0647765
1507,내곡동,서울특별시 서초구 내곡동404,서울특별시 서초구 내곡동 137-1,37.45494466,127.0649202
1508,양재2동,서울특별시 서초구 강남대로8길 39-60,서울특별시 서초구 양재동 338-7,37.46916552,127.0426422
1509,내곡동,서울특별시 서초구 내곡동405,서울특별시 서초구 내곡동 229-1,37.45430488,127.0649168
1510,내곡동,서울특별시 서초구 내곡동406,서울특별시 서초구 내곡동 137-1,37.45392558,127.0648085
1511,내곡동,서울특별시 서초구 내곡동407,서울특별시 서초구 내곡동 343-1,37.45436447,127.0644753
1512,내곡동,서울특별시 서초구 내곡동408,서울특별시 서초구 내곡동 227,37.45448801,127.064146
1513,내곡동,서울특별시 서초구 내곡동409,서울특별시 서초구 내곡동 227,37.45442432,127.0640677
1514,내곡동,서울특별시 서초구 내곡동410,서울특별시 서초구 내곡동 223,37.45437507,127.063537
1515,내곡동,서울특별시 서초구 내곡동411,서울특별시 서초구 내곡동 227,37.45324035,127.0624774
1516,내곡동,서울특별시 서초구 내곡동412,서울특별시 서초구 내곡동 343-1,37.45145851,127.0650426
1517,내곡동,서울특별시 서초구 내곡동413,서울특별시 서초구 내곡동 343-1,37.45202434,127.0648096
1518,내곡동,서울특별시 서초구 내곡동414,서울특별시 서초구 내곡동 343-1,37.45163211,127.0653457
1519,양재2동,서울특별시 서초구 강남대로8길 39-68,서울특별시 서초구 양재동 338-10,37.46941541,127.042345
1520,내곡동,서울특별시 서초구 내곡동415,서울특별시 서초구 내곡동 257,37.4534651,127.0646899
1521,내곡동,서울특별시 서초구 내곡동416,서울특별시 서초구 내곡동 291-1,37.45348508,127.0649383
1522,내곡동,서울특별시 서초구 내곡동417,서울특별시 서초구 내곡동 293-3,37.45337607,127.0648267
1523,내곡동,서울특별시 서초구 내곡동418,서울특별시 서초구 내곡동 296-1,37.45319534,127.0647611
1524,내곡동,서울특별시 서초구 내곡동419,서울특별시 서초구 내곡동 296-1,37.45319534,127.0647611
1525,내곡동,서울특별시 서초구 내곡동420,서울특별시 서초구 내곡동 산 23,37.45319534,127.0647611
1526,내곡동,서울특별시 서초구 내곡동421,서울특별시 서초구 내곡동 산 23,37.45319534,127.0647611
1527,내곡동,서울특별시 서초구 내곡동422,서울특별시 서초구 내곡동 302-2,37.45319534,127.0647611
1528,내곡동,서울특별시 서초구 내곡동423,서울특별시 서초구 내곡동 294-2,37.45319534,127.0647611
1529,내곡동,서울특별시 서초구 내곡동424,서울특별시 서초구 내곡동 305,37.45319534,127.0647611
1530,양재2동,서울특별시 서초구 강남대로8길 40-13,서울특별시 서초구 양재동 340-3,37.46904542,127.0433898
1531,내곡동,서울특별시 서초구 내곡동425,서울특별시 서초구 내곡동 305-1,37.45319534,127.0647611
1532,내곡동,서울특별시 서초구 내곡동426,서울특별시 서초구 내곡동 304,37.45319534,127.0647611
1533,내곡동,서울특별시 서초구 내곡동427,서울특별시 서초구 내곡동 305-1,37.45319534,127.0647611
1534,내곡동,서울특별시 서초구 내곡동428,서울특별시 서초구 내곡동 313-1,37.45319534,127.0647611
1535,내곡동,서울특별시 서초구 내곡동429,서울특별시 서초구 내곡동 310-3,37.45583282,127.0530976
1536,내곡동,서울특별시 서초구 내곡동430,서울특별시 서초구 내곡동 310-3,37.45612177,127.0531731
1537,내곡동,서울특별시 서초구 내곡동431,서울특별시 서초구 내곡동 312,37.45622373,127.0524032
1538,내곡동,서울특별시 서초구 내곡동432,서울특별시 서초구 내곡동 246-1,37.45612354,127.0522688
1539,내곡동,서울특별시 서초구 내곡동433,서울특별시 서초구 내곡동 246-2,37.45599192,127.0527113
1540,내곡동,서울특별시 서초구 내곡동434,서울특별시 서초구 내곡동 246-3,37.45588847,127.05217
1541,양재2동,서울특별시 서초구 강남대로8길 40-13,서울특별시 서초구 양재동 340-3,37.46904542,127.0433898
1542,내곡동,서울특별시 서초구 내곡동435,서울특별시 서초구 내곡동 261,37.4555653,127.052321
1543,내곡동,서울특별시 서초구 내곡동436,서울특별시 서초구 내곡동 288-1,37.45509553,127.0521687
1544,내곡동,서울특별시 서초구 내곡동437,서울특별시 서초구 내곡동 305-1,37.45483814,127.052658
1545,내곡동,서울특별시 서초구 내곡동438,서울특별시 서초구 내곡동 262,37.45532656,127.0528892
1546,내곡동,서울특별시 서초구 내곡동439,서울특별시 서초구 내곡동 333-2,37.45546379,127.0531474
1547,내곡동,서울특별시 서초구 내곡동440,서울특별시 서초구 내곡동 334,37.45532298,127.0535674
1548,내곡동,서울특별시 서초구 내곡동441,서울특별시 서초구 내곡동 235-4,37.45536549,127.0532504
1549,내곡동,서울특별시 서초구 내곡동442,서울특별시 서초구 내곡동 235-1,37.45487734,127.0530531
1550,내곡동,서울특별시 서초구 내곡동443,서울특별시 서초구 내곡동 237,37.45476931,127.0530658
1551,내곡동,서울특별시 서초구 내곡동444,서울특별시 서초구 내곡동 238,37.45476931,127.0530658
1552,양재2동,서울특별시 서초구 강남대로2-3,서울특별시 서초구 양재동 316-11,37.49655674,127.0281568
1553,양재2동,서울특별시 서초구 강남대로8길 40-41,서울특별시 서초구 양재동 343-14,37.46906636,127.0437513
1554,내곡동,서울특별시 서초구 내곡동445,서울특별시 서초구 내곡동 산 72-2,37.45457137,127.0531022
1555,내곡동,서울특별시 서초구 내곡동446,서울특별시 서초구 내곡동 274,37.45442975,127.0534204
1556,내곡동,서울특별시 서초구 내곡동447,서울특별시 서초구 내곡동 275,37.45423334,127.0536489
1557,내곡동,서울특별시 서초구 내곡동448,서울특별시 서초구 내곡동 331,37.45458788,127.0540401
1558,내곡동,서울특별시 서초구 내곡동449,서울특별시 서초구 내곡동 280-3,37.45484817,127.0539125
1559,내곡동,서울특별시 서초구 내곡동450,서울특별시 서초구 염곡동 176-3,37.45498585,127.0542272
1560,내곡동,서울특별시 서초구 내곡동451,서울특별시 서초구 염곡동 176-3,37.45499684,127.0544757
1561,내곡동,서울특별시 서초구 내곡동452,서울특별시 서초구 염곡동 181-19,37.45485935,127.0541836
1562,내곡동,서울특별시 서초구 내곡동453,서울특별시 서초구 염곡동 180-10,37.45463537,127.0543446
